Time, Sex_ratio, Time-in, Tm, Tf, Gift, RejPr, Offs, N
1831,0.493000,0.357000,0.357355,1.000000,0.079108,0.217975,780,1000
1832,0.520000,0.400000,0.336759,1.000000,0.061538,0.252511,708,1000
1833,0.501000,0.372000,0.339208,1.000000,0.053892,0.233098,778,1000
1834,0.515000,0.379000,0.335888,1.000000,0.062136,0.234299,772,1000
1835,0.502000,0.373000,0.313580,1.000000,0.055777,0.238147,716,1000
1836,0.494000,0.360000,0.327268,1.000000,0.068826,0.246059,732,1000
1837,0.514000,0.395000,0.336592,1.000000,0.070039,0.264084,670,1000
1838,0.506000,0.386000,0.343630,1.000000,0.063241,0.270926,752,1000
1839,0.518000,0.399000,0.344978,1.000000,0.050193,0.278900,719,1000
1840,0.511000,0.389000,0.356160,1.000000,0.058708,0.255813,708,1000
1841,0.494000,0.365000,0.364150,1.000000,0.064777,0.247501,786,1000
1842,0.505000,0.384000,0.352673,1.000000,0.071287,0.265301,728,1000
1843,0.508000,0.387000,0.371535,1.000000,0.072835,0.270415,731,1000
1844,0.526000,0.422000,0.396454,1.000000,0.039924,0.265270,582,1000
1845,0.485067,0.368692,0.370146,1.000000,0.067941,0.265768,739,971
1846,0.472000,0.349000,0.376193,1.000000,0.057203,0.269783,754,1000
1847,0.485000,0.359000,0.370278,1.000000,0.057732,0.276027,743,1000
1848,0.496000,0.364000,0.357856,1.000000,0.066532,0.293581,819,1000
1849,0.504000,0.364000,0.351412,1.000000,0.071429,0.307443,753,1000
1850,0.512000,0.372000,0.324929,1.000000,0.082031,0.312928,792,1000
1851,0.499000,0.368000,0.328494,1.000000,0.070140,0.312971,732,1000
1852,0.496000,0.344000,0.343143,1.000000,0.078629,0.321918,848,1000
1853,0.507000,0.381000,0.336575,1.000000,0.069034,0.343816,739,1000
1854,0.475000,0.360000,0.383214,1.000000,0.075789,0.307331,697,1000
1855,0.477000,0.353000,0.412093,1.000000,0.069182,0.302966,683,1000
1856,0.481000,0.349000,0.399354,1.000000,0.060291,0.303725,779,1000
1857,0.505000,0.375000,0.379812,1.000000,0.067327,0.325147,752,1000
1858,0.499000,0.381000,0.368196,1.000000,0.058116,0.327476,732,1000
1859,0.495000,0.372000,0.347368,1.000000,0.062626,0.344616,696,1000
1860,0.522000,0.400000,0.326718,1.000000,0.053640,0.379452,663,1000
1861,0.510000,0.384000,0.327800,1.000000,0.054902,0.332584,708,1000
1862,0.494000,0.390000,0.329819,1.000000,0.068826,0.320709,674,1000
1863,0.503000,0.382000,0.326378,1.000000,0.065606,0.315048,690,1000
1864,0.503000,0.362000,0.282657,1.000000,0.073559,0.319302,765,1000
1865,0.515000,0.389000,0.310484,1.000000,0.062136,0.352131,696,1000
1866,0.528000,0.404000,0.294322,1.000000,0.054924,0.369788,659,1000
1867,0.510000,0.383000,0.286465,1.000000,0.064706,0.372748,720,1000
1868,0.496000,0.378000,0.306882,1.000000,0.064516,0.363552,765,1000
1869,0.511000,0.379000,0.319906,1.000000,0.076321,0.376672,826,1000
1870,0.505000,0.379000,0.316464,1.000000,0.059406,0.405324,759,1000
1871,0.489000,0.372000,0.299683,1.000000,0.057260,0.412537,666,1000
1872,0.492000,0.367000,0.296878,1.000000,0.065041,0.408233,746,1000
1873,0.515000,0.377000,0.328664,1.000000,0.067961,0.395514,760,1000
1874,0.484000,0.361000,0.373859,1.000000,0.088843,0.346100,781,1000
1875,0.481000,0.354000,0.338323,1.000000,0.079002,0.350382,777,1000
1876,0.496000,0.375000,0.355792,1.000000,0.054435,0.359820,691,1000
1877,0.476000,0.354000,0.430165,1.000000,0.069328,0.313714,770,1000
1878,0.509000,0.386000,0.403666,1.000000,0.053045,0.350473,669,1000
1879,0.510000,0.384000,0.388347,1.000000,0.054902,0.340857,825,1000
1880,0.521000,0.400000,0.383194,1.000000,0.051823,0.359401,811,1000
1881,0.509000,0.383000,0.371616,1.000000,0.056974,0.340189,710,1000
1882,0.516000,0.382000,0.417424,1.000000,0.067829,0.334227,755,1000
1883,0.503000,0.371000,0.405877,1.000000,0.055666,0.313285,720,1000
1884,0.519000,0.391000,0.389530,1.000000,0.065511,0.308140,751,1000
1885,0.492000,0.353000,0.393183,1.000000,0.085366,0.296600,848,1000
1886,0.470000,0.336000,0.404526,1.000000,0.078723,0.275407,825,1000
1887,0.498000,0.368000,0.403117,1.000000,0.064257,0.293695,708,1000
1888,0.486000,0.373000,0.391469,1.000000,0.047325,0.288514,597,1000
1889,0.506612,0.379451,0.387016,1.000000,0.058233,0.323158,726,983
1890,0.512000,0.394000,0.347741,1.000000,0.060547,0.344881,683,1000
1891,0.516000,0.392000,0.326498,1.000000,0.073643,0.353387,722,1000
1892,0.521000,0.401000,0.310854,1.000000,0.055662,0.348183,693,1000
1893,0.509000,0.404000,0.300154,1.000000,0.060904,0.323087,603,1000
1894,0.513678,0.364742,0.319488,1.000000,0.065089,0.327794,849,987
1895,0.500000,0.357000,0.306978,1.000000,0.076000,0.324269,736,1000
1896,0.511000,0.369000,0.300453,1.000000,0.076321,0.340836,797,1000
1897,0.512000,0.389000,0.288683,1.000000,0.072266,0.344652,651,1000
1898,0.502000,0.366000,0.288944,1.000000,0.071713,0.312456,739,1000
1899,0.501000,0.364000,0.296103,1.000000,0.073852,0.312904,858,1000
1900,0.509000,0.394000,0.288830,1.000000,0.062868,0.353216,695,1000
1901,0.516000,0.397000,0.295145,1.000000,0.052326,0.372470,731,1000
1902,0.511000,0.382000,0.302976,1.000000,0.050881,0.374754,714,1000
1903,0.485000,0.361000,0.318973,1.000000,0.061856,0.358772,744,1000
1904,0.495000,0.376000,0.335971,1.000000,0.058586,0.358797,731,1000
1905,0.509000,0.398000,0.331924,1.000000,0.056974,0.391134,633,1000
1906,0.502000,0.365000,0.325022,1.000000,0.067729,0.358506,739,1000
1907,0.494000,0.354000,0.345224,1.000000,0.072874,0.361745,811,1000
1908,0.507000,0.372000,0.323678,1.000000,0.071006,0.411977,824,1000
1909,0.488000,0.366000,0.316731,1.000000,0.063525,0.397738,681,1000
1910,0.489000,0.355000,0.304677,1.000000,0.071575,0.404776,779,1000
1911,0.493000,0.356000,0.281938,1.000000,0.064909,0.393723,761,1000
1912,0.486000,0.364000,0.286386,1.000000,0.063786,0.365312,752,1000
1913,0.480000,0.351000,0.290679,1.000000,0.064583,0.333956,772,1000
1914,0.511000,0.381000,0.289239,1.000000,0.064579,0.358645,724,1000
1915,0.506000,0.369000,0.302434,1.000000,0.069170,0.328066,723,1000
1916,0.489000,0.360000,0.276294,1.000000,0.079755,0.332115,752,1000
1917,0.476000,0.344000,0.289402,1.000000,0.060924,0.290149,774,1000
1918,0.501000,0.354000,0.303082,1.000000,0.077844,0.318080,839,1000
1919,0.478000,0.344000,0.315281,1.000000,0.069038,0.295786,770,1000
1920,0.476000,0.352000,0.314193,1.000000,0.079832,0.303788,790,1000
1921,0.491000,0.361000,0.322933,1.000000,0.059063,0.309600,646,1000
1922,0.504000,0.371000,0.315337,1.000000,0.071429,0.326032,824,1000
1923,0.489000,0.379000,0.311627,1.000000,0.047035,0.317178,611,1000
1924,0.494781,0.355950,0.301578,1.000000,0.050633,0.319098,798,958
1925,0.491000,0.348000,0.291909,1.000000,0.067210,0.329744,790,1000
1926,0.492000,0.360000,0.314231,1.000000,0.067073,0.338719,811,1000
1927,0.489000,0.354000,0.311217,1.000000,0.073620,0.352299,722,1000
1928,0.515000,0.389000,0.326056,1.000000,0.089320,0.383956,749,1000
1929,0.480000,0.339000,0.336158,1.000000,0.079167,0.325287,799,1000
1930,0.491000,0.371000,0.321310,1.000000,0.083503,0.329657,689,1000
1931,0.507000,0.375000,0.342878,1.000000,0.071006,0.311136,760,1000
1932,0.509000,0.373000,0.352698,1.000000,0.080550,0.340599,762,1000
1933,0.493000,0.357000,0.337682,1.000000,0.075051,0.317713,744,1000
1934,0.513000,0.393000,0.311359,1.000000,0.060429,0.348932,708,1000
1935,0.506000,0.382000,0.296849,1.000000,0.063241,0.333165,727,1000
1936,0.499000,0.366000,0.302669,1.000000,0.052104,0.324548,766,1000
1937,0.518000,0.406000,0.314377,1.000000,0.032819,0.314712,647,1000
1938,0.501004,0.393574,0.336368,1.000000,0.050100,0.296451,727,996
1939,0.492000,0.366000,0.360002,1.000000,0.056911,0.282566,765,1000
1940,0.516000,0.404000,0.348690,1.000000,0.063953,0.313359,687,1000
1941,0.489000,0.356000,0.334598,1.000000,0.055215,0.295901,802,1000
1942,0.498000,0.358000,0.352681,1.000000,0.062249,0.278697,825,1000
1943,0.488000,0.367000,0.356103,1.000000,0.063525,0.288143,791,1000
1944,0.489000,0.360000,0.344837,1.000000,0.065440,0.297131,751,1000
1945,0.511000,0.366000,0.331946,1.000000,0.068493,0.325588,791,1000
1946,0.498000,0.362000,0.336145,1.000000,0.080321,0.301086,757,1000
1947,0.510000,0.365000,0.335936,1.000000,0.076471,0.321137,791,1000
1948,0.502000,0.375000,0.334157,1.000000,0.061753,0.309205,731,1000
1949,0.511000,0.382000,0.343534,1.000000,0.066536,0.317488,805,1000
1950,0.508000,0.399000,0.322539,1.000000,0.057087,0.329719,611,1000
1951,0.509645,0.381726,0.340061,1.000000,0.055777,0.320721,761,985
1952,0.502000,0.378000,0.351417,1.000000,0.071713,0.309480,675,1000
1953,0.495000,0.345000,0.353967,1.000000,0.078788,0.299123,824,1000
1954,0.502000,0.373000,0.336690,1.000000,0.069721,0.317020,788,1000
1955,0.498000,0.368000,0.324268,1.000000,0.068273,0.316230,819,1000
1956,0.531000,0.415000,0.332962,1.000000,0.056497,0.353380,719,1000
1957,0.506000,0.385000,0.337380,1.000000,0.061265,0.343969,726,1000
1958,0.500000,0.363000,0.334535,1.000000,0.070000,0.336775,803,1000
1959,0.492000,0.349000,0.345158,1.000000,0.063008,0.327462,827,1000
1960,0.479000,0.346000,0.349525,1.000000,0.060543,0.300920,767,1000
1961,0.491000,0.361000,0.328880,1.000000,0.044807,0.298373,730,1000
1962,0.489000,0.376000,0.325907,1.000000,0.055215,0.306663,641,1000
1963,0.479000,0.365000,0.308937,1.000000,0.066806,0.316577,695,1000
1964,0.484000,0.361000,0.302937,1.000000,0.061983,0.314952,777,1000
1965,0.516000,0.415000,0.303209,1.000000,0.050388,0.335117,646,1000
1966,0.519000,0.409000,0.294020,1.000000,0.065511,0.332097,680,1000
1967,0.475000,0.344000,0.305401,1.000000,0.056842,0.301460,816,1000
1968,0.467000,0.319000,0.316304,1.000000,0.072805,0.288428,846,1000
1969,0.464000,0.317000,0.328893,1.000000,0.062500,0.290496,875,1000
1970,0.512000,0.390000,0.317638,1.000000,0.054688,0.342495,702,1000
1971,0.512000,0.389000,0.334356,1.000000,0.058594,0.341180,739,1000
1972,0.496000,0.363000,0.369549,1.000000,0.060484,0.325404,713,1000
1973,0.506000,0.375000,0.367288,1.000000,0.073123,0.325186,791,1000
1974,0.507000,0.386000,0.347658,1.000000,0.074951,0.336251,686,1000
1975,0.513000,0.387000,0.339277,1.000000,0.054581,0.335228,780,1000
1976,0.502000,0.377000,0.354009,1.000000,0.059761,0.348499,727,1000
1977,0.529000,0.387000,0.360059,1.000000,0.068053,0.365536,907,1000
1978,0.529000,0.417000,0.363379,1.000000,0.058601,0.385958,735,1000
1979,0.519000,0.411000,0.353157,1.000000,0.059730,0.384571,721,1000
1980,0.504000,0.372000,0.372072,1.000000,0.051587,0.364255,749,1000
1981,0.486000,0.345000,0.362471,1.000000,0.067901,0.351302,831,1000
1982,0.513000,0.383000,0.352255,1.000000,0.068226,0.374081,802,1000
1983,0.516000,0.378000,0.333969,1.000000,0.069767,0.396561,791,1000
1984,0.506000,0.387000,0.328126,1.000000,0.081028,0.385364,715,1000
1985,0.502000,0.374000,0.318012,1.000000,0.069721,0.392864,802,1000
1986,0.513000,0.383000,0.293948,1.000000,0.064327,0.387594,786,1000
1987,0.513000,0.391000,0.312328,1.000000,0.054581,0.404608,695,1000
1988,0.503000,0.373000,0.341117,1.000000,0.063618,0.401354,769,1000
1989,0.494000,0.371000,0.372383,1.000000,0.080972,0.386589,730,1000
1990,0.509000,0.382000,0.344366,1.000000,0.062868,0.386920,666,1000
1991,0.512000,0.382000,0.362217,1.000000,0.062500,0.353450,769,1000
1992,0.524000,0.391000,0.340732,1.000000,0.066794,0.348198,714,1000
1993,0.481000,0.340000,0.339757,1.000000,0.101871,0.316144,770,1000
1994,0.453000,0.313000,0.344895,1.000000,0.083885,0.280888,875,1000
1995,0.494000,0.374000,0.341401,1.000000,0.068826,0.279255,812,1000
1996,0.518000,0.393000,0.338760,1.000000,0.061776,0.326594,752,1000
1997,0.531000,0.415000,0.327443,1.000000,0.043315,0.332721,652,1000
1998,0.509000,0.374000,0.341450,1.000000,0.062868,0.345089,779,1000
1999,0.499000,0.343000,0.338684,1.000000,0.078156,0.357977,846,1000
2000,0.503000,0.362000,0.303047,1.000000,0.071571,0.366025,885,1000
2001,0.514000,0.388000,0.318236,1.000000,0.062257,0.374899,709,1000
2002,0.520000,0.396000,0.356532,1.000000,0.059615,0.345565,688,1000
2003,0.488000,0.359000,0.359625,1.000000,0.059426,0.306010,674,1000
2004,0.483000,0.346000,0.347209,1.000000,0.074534,0.318251,776,1000
2005,0.512000,0.389000,0.363269,1.000000,0.089844,0.350048,715,1000
2006,0.494000,0.374000,0.350534,1.000000,0.060729,0.341639,767,1000
2007,0.507000,0.387000,0.358875,1.000000,0.059172,0.326695,744,1000
2008,0.513000,0.400000,0.334622,1.000000,0.064327,0.329859,650,1000
2009,0.538000,0.428000,0.302280,1.000000,0.044610,0.352359,670,1000
2010,0.505000,0.372000,0.323141,1.000000,0.067327,0.307818,779,1000
2011,0.524000,0.398000,0.338251,1.000000,0.055344,0.304616,708,1000
2012,0.526000,0.405000,0.339613,1.000000,0.068441,0.305844,769,1000
2013,0.478000,0.375000,0.317808,1.000000,0.050209,0.286066,585,1000
2014,0.489583,0.366667,0.298756,1.000000,0.082979,0.281570,775,960
2015,0.507000,0.381000,0.294358,1.000000,0.067061,0.273791,733,1000
2016,0.478000,0.358000,0.283422,1.000000,0.066946,0.262002,627,1000
2017,0.502503,0.368368,0.284200,1.000000,0.071713,0.272298,743,999
2018,0.510000,0.378000,0.284527,1.000000,0.084314,0.284095,785,1000
2019,0.510000,0.379000,0.311195,1.000000,0.064706,0.290285,733,1000
2020,0.508000,0.388000,0.311358,1.000000,0.072835,0.298063,676,1000
2021,0.486000,0.356000,0.329743,1.000000,0.063786,0.271331,756,1000
2022,0.507000,0.386000,0.347871,1.000000,0.055227,0.286148,669,1000
2023,0.519000,0.400000,0.358450,1.000000,0.069364,0.280338,661,1000
2024,0.493000,0.360000,0.338215,1.000000,0.089249,0.260988,748,1000
2025,0.498000,0.368000,0.329259,1.000000,0.048193,0.266487,722,1000
2026,0.493000,0.366000,0.300017,1.000000,0.066937,0.281157,750,1000
2027,0.504000,0.402000,0.325322,1.000000,0.053571,0.278634,592,1000
2028,0.472727,0.343434,0.348409,1.000000,0.068376,0.273939,805,990
2029,0.493000,0.377000,0.367186,1.000000,0.038540,0.277031,671,1000
2030,0.512000,0.383000,0.363991,1.000000,0.078125,0.292240,736,1000
2031,0.469000,0.340000,0.395078,1.000000,0.068230,0.270980,757,1000
2032,0.496000,0.371000,0.397037,1.000000,0.068548,0.299323,727,1000
2033,0.491000,0.361000,0.388520,1.000000,0.081466,0.277242,737,1000
2034,0.479000,0.352000,0.388280,1.000000,0.052192,0.264194,736,1000
2035,0.484000,0.355000,0.378918,1.000000,0.061983,0.284176,765,1000
2036,0.473000,0.350000,0.355852,1.000000,0.071882,0.261244,763,1000
2037,0.505000,0.385000,0.311322,1.000000,0.067327,0.276959,694,1000
2038,0.506000,0.388000,0.302409,1.000000,0.071146,0.298086,711,1000
2039,0.522000,0.393000,0.332201,1.000000,0.055556,0.294757,782,1000
2040,0.502000,0.372000,0.315208,1.000000,0.061753,0.296316,805,1000
2041,0.531000,0.418000,0.333197,1.000000,0.060264,0.314830,684,1000
2042,0.509000,0.400000,0.330108,1.000000,0.055010,0.308542,634,1000
2043,0.505517,0.386158,0.336444,1.000000,0.057540,0.313674,698,997
2044,0.502000,0.376000,0.345923,1.000000,0.081673,0.302014,673,1000
2045,0.495000,0.380000,0.371135,1.000000,0.066667,0.288114,715,1000
2046,0.499000,0.368000,0.361488,1.000000,0.054108,0.304210,707,1000
2047,0.528000,0.408000,0.354804,1.000000,0.054924,0.316638,651,1000
2048,0.500000,0.378000,0.347372,1.000000,0.056000,0.294891,792,1000
2049,0.515000,0.401000,0.326362,1.000000,0.044660,0.295989,703,1000
2050,0.509000,0.387000,0.321874,1.000000,0.049116,0.293698,673,1000
2051,0.493000,0.352000,0.295579,1.000000,0.068966,0.276884,808,1000
2052,0.497000,0.383000,0.319600,1.000000,0.072435,0.264025,630,1000
2053,0.494990,0.364729,0.316794,1.000000,0.091093,0.259309,878,998
2054,0.520000,0.403000,0.302176,1.000000,0.051923,0.278914,674,1000
2055,0.506000,0.398000,0.328379,1.000000,0.043478,0.273972,639,1000
2056,0.508000,0.388000,0.310706,1.000000,0.059055,0.288404,738,1000
2057,0.511000,0.392000,0.287870,1.000000,0.068493,0.287996,664,1000
2058,0.534000,0.395000,0.290821,1.000000,0.063670,0.312704,784,1000
2059,0.505000,0.383000,0.286449,1.000000,0.071287,0.303979,662,1000
2060,0.468000,0.336000,0.321686,1.000000,0.070513,0.259708,789,1000
2061,0.490000,0.368000,0.318715,1.000000,0.057143,0.274667,706,1000
2062,0.499000,0.376000,0.314737,1.000000,0.066132,0.278225,701,1000
2063,0.500000,0.383000,0.325953,1.000000,0.058000,0.273275,642,1000
2064,0.500000,0.377000,0.313896,1.000000,0.062000,0.283696,692,1000
2065,0.468000,0.339000,0.301882,1.000000,0.098291,0.252540,752,1000
2066,0.495000,0.366000,0.301611,1.000000,0.064646,0.264334,728,1000
2067,0.484000,0.355000,0.302091,1.000000,0.061983,0.263011,738,1000
2068,0.475000,0.347000,0.332225,1.000000,0.071579,0.249932,758,1000
2069,0.516000,0.401000,0.330327,1.000000,0.060078,0.280904,633,1000
2070,0.507000,0.388000,0.344342,1.000000,0.065089,0.268245,584,1000
2071,0.505102,0.363265,0.334305,1.000000,0.068687,0.273486,756,980
2072,0.468000,0.341000,0.346655,1.000000,0.083333,0.250509,738,1000
2073,0.498000,0.389000,0.353982,1.000000,0.062249,0.262799,620,1000
2074,0.474438,0.350716,0.381337,1.000000,0.071121,0.245016,713,978
2075,0.496000,0.362000,0.406085,1.000000,0.040323,0.251501,679,1000
2076,0.492000,0.352000,0.430709,1.000000,0.075203,0.247452,819,1000
2077,0.512000,0.384000,0.406319,1.000000,0.058594,0.247906,713,1000
2078,0.490000,0.369000,0.390688,1.000000,0.059184,0.244829,750,1000
2079,0.499000,0.378000,0.404829,1.000000,0.060120,0.257105,748,1000
2080,0.514000,0.398000,0.373322,1.000000,0.052529,0.259456,721,1000
2081,0.522000,0.405000,0.337812,1.000000,0.057471,0.268512,682,1000
2082,0.527000,0.401000,0.343024,1.000000,0.064516,0.274749,761,1000
2083,0.531000,0.403000,0.337920,1.000000,0.048964,0.266505,697,1000
2084,0.497000,0.381000,0.303168,1.000000,0.050302,0.250195,604,1000
2085,0.480789,0.371755,0.307133,1.000000,0.064795,0.244325,635,963
2086,0.510081,0.401210,0.302052,1.000000,0.063241,0.266718,646,992
2087,0.497467,0.369807,0.306922,1.000000,0.057026,0.258096,818,987
2088,0.492000,0.387000,0.341167,1.000000,0.050813,0.255241,643,1000
2089,0.493000,0.366000,0.351246,1.000000,0.064909,0.250194,697,1000
2090,0.484000,0.352000,0.358965,1.000000,0.068182,0.250999,786,1000
2091,0.479000,0.384000,0.350397,1.000000,0.052192,0.236197,627,1000
2092,0.487000,0.355000,0.348725,1.000000,0.067762,0.237424,710,1000
2093,0.484000,0.358000,0.348215,1.000000,0.086777,0.236629,672,1000
2094,0.495000,0.371000,0.351795,1.000000,0.072727,0.224161,750,1000
2095,0.501000,0.382000,0.358870,1.000000,0.067864,0.221917,722,1000
2096,0.512000,0.398000,0.372435,1.000000,0.056641,0.225320,636,1000
2097,0.494000,0.363000,0.384899,1.000000,0.060729,0.224240,743,1000
2098,0.498000,0.370000,0.391929,1.000000,0.082329,0.220206,700,1000
2099,0.498000,0.385000,0.349899,1.000000,0.054217,0.213987,675,1000
2100,0.515000,0.394000,0.323538,1.000000,0.052427,0.233481,713,1000
2101,0.479000,0.364000,0.343379,1.000000,0.070981,0.220312,668,1000
2102,0.471000,0.365000,0.340869,1.000000,0.057325,0.213749,722,1000
2103,0.495000,0.375000,0.358449,1.000000,0.058586,0.232126,672,1000
2104,0.494000,0.379000,0.345829,1.000000,0.076923,0.227452,776,1000
2105,0.478000,0.374000,0.350838,1.000000,0.060669,0.215073,676,1000
2106,0.481000,0.336000,0.364808,1.000000,0.062370,0.215876,752,1000
2107,0.526000,0.397000,0.367277,1.000000,0.053232,0.238099,640,1000
2108,0.505000,0.385000,0.367779,1.000000,0.057426,0.234314,667,1000
2109,0.486000,0.351000,0.344711,1.000000,0.059671,0.236813,720,1000
2110,0.516000,0.405000,0.346256,1.000000,0.052326,0.258315,707,1000
2111,0.513000,0.390000,0.365513,1.000000,0.056530,0.259490,762,1000
2112,0.484000,0.347000,0.351834,1.000000,0.066116,0.243017,798,1000
2113,0.487000,0.377000,0.352006,1.000000,0.061602,0.250617,703,1000
2114,0.472000,0.357000,0.356660,1.000000,0.069915,0.240115,651,1000
2115,0.483903,0.367203,0.365174,1.000000,0.054054,0.253287,696,994
2116,0.502000,0.376000,0.350717,1.000000,0.059761,0.256458,719,1000
2117,0.472000,0.352000,0.362991,1.000000,0.063559,0.234288,679,1000
2118,0.482000,0.361000,0.380487,1.000000,0.051867,0.239765,689,1000
2119,0.483000,0.365000,0.376259,1.000000,0.064182,0.246777,737,1000
2120,0.464000,0.335000,0.368521,1.000000,0.053879,0.242346,712,1000
2121,0.491000,0.349000,0.360342,1.000000,0.071283,0.265586,810,1000
2122,0.508000,0.381000,0.341787,1.000000,0.064961,0.273381,830,1000
2123,0.503000,0.378000,0.345188,1.000000,0.067594,0.278306,697,1000
2124,0.487000,0.358000,0.349299,1.000000,0.061602,0.271210,732,1000
2125,0.488000,0.358000,0.355914,1.000000,0.063525,0.270623,797,1000
2126,0.457000,0.324000,0.349761,1.000000,0.074398,0.242059,787,1000
2127,0.483000,0.339000,0.341394,1.000000,0.072464,0.252209,836,1000
2128,0.511000,0.381000,0.382413,1.000000,0.078278,0.266433,798,1000
2129,0.515000,0.406000,0.378736,1.000000,0.054369,0.268446,660,1000
2130,0.508000,0.379000,0.405541,1.000000,0.070866,0.274086,712,1000
2131,0.512000,0.382000,0.427907,1.000000,0.054688,0.286289,727,1000
2132,0.510000,0.379000,0.416223,1.000000,0.072549,0.295883,739,1000
2133,0.502000,0.360000,0.391475,1.000000,0.079681,0.287396,792,1000
2134,0.495000,0.373000,0.398217,1.000000,0.084848,0.286082,711,1000
2135,0.488000,0.351000,0.422353,1.000000,0.069672,0.284247,769,1000
2136,0.506000,0.355000,0.407885,1.000000,0.077075,0.285405,774,1000
2137,0.498000,0.358000,0.433646,1.000000,0.082329,0.282811,757,1000
2138,0.485000,0.383000,0.403192,1.000000,0.059794,0.266587,722,1000
2139,0.499000,0.370000,0.399153,1.000000,0.062124,0.264559,746,1000
2140,0.479000,0.370000,0.418526,1.000000,0.050104,0.248933,653,1000
2141,0.482000,0.361000,0.420042,1.000000,0.041494,0.258905,775,1000
2142,0.506000,0.393000,0.417036,1.000000,0.047431,0.266774,674,1000
2143,0.499000,0.362000,0.388516,1.000000,0.068136,0.260266,912,1000
2144,0.487000,0.367000,0.369756,1.000000,0.063655,0.258858,714,1000
2145,0.474000,0.359000,0.376521,1.000000,0.046414,0.255192,710,1000
2146,0.472000,0.331000,0.378388,1.000000,0.086864,0.247264,818,1000
2147,0.490000,0.359000,0.382372,1.000000,0.089796,0.256104,797,1000
2148,0.498000,0.360000,0.411638,1.000000,0.074297,0.263131,752,1000
2149,0.500000,0.388000,0.429629,1.000000,0.058000,0.258728,579,1000
2150,0.497863,0.354701,0.438887,1.000000,0.083691,0.264081,787,936
2151,0.515000,0.369000,0.443528,1.000000,0.095146,0.260417,794,1000
2152,0.484000,0.346000,0.440898,1.000000,0.088843,0.251670,790,1000
2153,0.482000,0.350000,0.425822,1.000000,0.074689,0.240715,762,1000
2154,0.490000,0.366000,0.429284,1.000000,0.059184,0.253757,712,1000
2155,0.487000,0.349000,0.417981,1.000000,0.073922,0.253291,750,1000
2156,0.488000,0.365000,0.382487,1.000000,0.077869,0.241700,724,1000
2157,0.495000,0.376000,0.373959,1.000000,0.060606,0.245502,676,1000
2158,0.485000,0.367000,0.358824,1.000000,0.074227,0.238018,683,1000
2159,0.508000,0.375000,0.359961,1.000000,0.064961,0.250799,686,1000
2160,0.485000,0.360000,0.383957,1.000000,0.088660,0.229661,676,1000
2161,0.516000,0.394000,0.382162,1.000000,0.081395,0.236906,672,1000
2162,0.474000,0.327000,0.391340,1.000000,0.075949,0.219265,823,1000
2163,0.511000,0.377000,0.389477,1.000000,0.058708,0.230832,769,1000
2164,0.506000,0.401000,0.392810,1.000000,0.067194,0.235922,569,1000
2165,0.524302,0.395036,0.387400,1.000000,0.072978,0.236276,757,967
2166,0.542000,0.428000,0.379523,1.000000,0.059041,0.234267,666,1000
2167,0.494000,0.366000,0.382206,1.000000,0.068826,0.209041,747,1000
2168,0.481000,0.378000,0.381206,1.000000,0.049896,0.212820,617,1000
2169,0.484879,0.381048,0.385069,1.000000,0.051975,0.204327,546,992
2170,0.486218,0.373760,0.383289,1.000000,0.031746,0.196104,603,907
2171,0.498389,0.384533,0.426229,1.000000,0.062500,0.197862,639,931
2172,0.499474,0.388013,0.437602,1.000000,0.063158,0.197896,701,951
2173,0.496000,0.370000,0.423204,1.000000,0.054435,0.204376,721,1000
2174,0.504000,0.365000,0.415747,1.000000,0.077381,0.215404,780,1000
2175,0.498000,0.372000,0.415931,1.000000,0.058233,0.207202,697,1000
2176,0.493000,0.364000,0.426374,1.000000,0.064909,0.205500,730,1000
2177,0.507000,0.392000,0.415873,1.000000,0.065089,0.206042,631,1000
2178,0.490000,0.354000,0.386976,1.000000,0.067347,0.198590,825,1000
2179,0.493000,0.383000,0.387652,1.000000,0.050710,0.199143,632,1000
2180,0.503043,0.394523,0.379542,1.000000,0.062500,0.203601,673,986
2181,0.498000,0.386000,0.399437,1.000000,0.056225,0.209006,675,1000
2182,0.514000,0.404000,0.410420,1.000000,0.050584,0.221171,619,1000
2183,0.520121,0.386318,0.426346,1.000000,0.063830,0.226800,689,994
2184,0.509000,0.363000,0.427648,1.000000,0.076621,0.227240,778,1000
2185,0.499000,0.380000,0.426127,1.000000,0.078156,0.222157,703,1000
2186,0.485000,0.376000,0.436020,1.000000,0.059794,0.216383,683,1000
2187,0.515000,0.397000,0.435118,1.000000,0.062136,0.225441,669,1000
2188,0.504000,0.362000,0.441003,1.000000,0.079365,0.216857,809,1000
2189,0.520000,0.387000,0.468264,1.000000,0.067308,0.230511,730,1000
2190,0.501000,0.376000,0.494473,1.000000,0.061876,0.216710,673,1000
2191,0.503000,0.362000,0.485139,1.000000,0.067594,0.218321,749,1000
2192,0.467000,0.326000,0.457099,1.000000,0.079229,0.204914,795,1000
2193,0.487000,0.367000,0.436902,1.000000,0.084189,0.209964,654,1000
2194,0.480000,0.368000,0.444782,1.000000,0.085417,0.203405,742,1000
2195,0.489000,0.354000,0.433315,1.000000,0.071575,0.193338,724,1000
2196,0.510000,0.388000,0.423848,1.000000,0.074510,0.204767,688,1000
2197,0.488000,0.379000,0.434883,1.000000,0.071721,0.194583,640,1000
2198,0.506000,0.370000,0.402748,1.000000,0.061265,0.207911,801,1000
