Time, Sex_ratio, Time-in, Tm, Tf, Gift, RejPr, Offs, N
1122,0.474000,0.338000,0.341568,1.000000,0.086498,0.295167,830,1000
1123,0.481000,0.345000,0.340332,1.000000,0.070686,0.299649,739,1000
1124,0.479000,0.363000,0.322510,1.000000,0.066806,0.294581,726,1000
1125,0.489000,0.358000,0.325751,1.000000,0.067485,0.300164,794,1000
1126,0.496000,0.366000,0.338927,1.000000,0.058468,0.288225,759,1000
1127,0.464000,0.346000,0.363010,1.000000,0.056034,0.249359,680,1000
1128,0.470000,0.353000,0.342911,1.000000,0.061702,0.244312,724,1000
1129,0.459000,0.339000,0.346088,1.000000,0.056645,0.244397,721,1000
1130,0.488000,0.353000,0.360961,1.000000,0.067623,0.249508,764,1000
1131,0.479000,0.358000,0.355259,1.000000,0.066806,0.239477,706,1000
1132,0.475000,0.349000,0.336033,1.000000,0.067368,0.246485,747,1000
1133,0.480000,0.358000,0.344554,1.000000,0.064583,0.253026,710,1000
1134,0.486000,0.378000,0.320265,1.000000,0.072016,0.261615,763,1000
1135,0.491000,0.367000,0.307023,1.000000,0.071283,0.261205,789,1000
1136,0.485000,0.344000,0.303586,1.000000,0.057732,0.259182,813,1000
1137,0.487000,0.337000,0.309215,1.000000,0.098563,0.261006,792,1000
1138,0.495000,0.378000,0.333734,1.000000,0.064646,0.257726,693,1000
1139,0.510000,0.372000,0.294955,1.000000,0.052941,0.260787,748,1000
1140,0.495000,0.375000,0.297264,1.000000,0.058586,0.250604,683,1000
1141,0.511000,0.400000,0.291528,1.000000,0.054795,0.245495,693,1000
1142,0.506000,0.374000,0.280992,1.000000,0.073123,0.244209,760,1000
1143,0.492000,0.367000,0.260847,1.000000,0.085366,0.234576,763,1000
1144,0.485000,0.369000,0.255326,1.000000,0.074227,0.225377,715,1000
1145,0.506000,0.386000,0.256955,1.000000,0.055336,0.229181,682,1000
1146,0.507000,0.360000,0.243492,1.000000,0.071006,0.231132,825,1000
1147,0.486000,0.368000,0.256973,1.000000,0.069959,0.218523,743,1000
1148,0.507000,0.390000,0.255477,1.000000,0.051282,0.219525,721,1000
1149,0.502000,0.398000,0.249099,1.000000,0.051793,0.219779,607,1000
1150,0.506639,0.388151,0.259914,1.000000,0.068548,0.217219,691,979
1151,0.485000,0.370000,0.254788,1.000000,0.065979,0.217451,663,1000
1152,0.487000,0.353000,0.253693,1.000000,0.065708,0.215600,762,1000
1153,0.518000,0.404000,0.248355,1.000000,0.046332,0.236294,626,1000
1154,0.502000,0.387000,0.231900,1.000000,0.067729,0.233293,697,1000
1155,0.522000,0.402000,0.245873,1.000000,0.063218,0.241933,663,1000
1156,0.491000,0.381000,0.250095,1.000000,0.063136,0.228876,650,1000
1157,0.477296,0.359233,0.238350,1.000000,0.071882,0.223529,723,991
1158,0.506000,0.383000,0.242771,1.000000,0.069170,0.244425,703,1000
1159,0.480000,0.357000,0.242773,1.000000,0.081250,0.228436,731,1000
1160,0.496000,0.369000,0.251524,1.000000,0.066532,0.235872,777,1000
1161,0.530000,0.414000,0.229309,1.000000,0.049057,0.258823,587,1000
1162,0.505771,0.377754,0.226600,1.000000,0.070539,0.247710,728,953
1163,0.491000,0.368000,0.243131,1.000000,0.052953,0.232258,666,1000
1164,0.477000,0.368000,0.252262,1.000000,0.062893,0.227867,659,1000
1165,0.486000,0.379000,0.256890,1.000000,0.051440,0.223132,671,1000
1166,0.474000,0.357000,0.233079,1.000000,0.044304,0.228666,708,1000
1167,0.485000,0.356000,0.232841,1.000000,0.059794,0.216838,693,1000
1168,0.486000,0.360000,0.240786,1.000000,0.061728,0.216781,692,1000
1169,0.454000,0.328000,0.278178,1.000000,0.077093,0.196605,769,1000
1170,0.458000,0.342000,0.272957,1.000000,0.072052,0.203960,653,1000
1171,0.480962,0.365731,0.283360,1.000000,0.047917,0.221054,762,998
1172,0.481000,0.365000,0.274377,1.000000,0.051975,0.238851,745,1000
1173,0.516000,0.401000,0.272974,1.000000,0.052326,0.265159,637,1000
1174,0.503546,0.371834,0.259003,1.000000,0.068410,0.257253,774,987
1175,0.503000,0.375000,0.244301,1.000000,0.061630,0.251991,660,1000
1176,0.493000,0.376000,0.237332,1.000000,0.056795,0.252170,729,1000
1177,0.514000,0.373000,0.252947,1.000000,0.073930,0.259704,772,1000
1178,0.527000,0.396000,0.255936,1.000000,0.092979,0.265080,753,1000
1179,0.529000,0.419000,0.276272,1.000000,0.086957,0.255086,750,1000
1180,0.482000,0.360000,0.275641,1.000000,0.080913,0.241368,692,1000
1181,0.491000,0.371000,0.271844,1.000000,0.061100,0.248701,705,1000
1182,0.517000,0.396000,0.292997,1.000000,0.058027,0.262660,631,1000
1183,0.475000,0.353000,0.279672,1.000000,0.071579,0.238348,753,1000
1184,0.482000,0.354000,0.290193,1.000000,0.070539,0.249596,769,1000
1185,0.508000,0.391000,0.264351,1.000000,0.061024,0.262802,672,1000
1186,0.522000,0.390000,0.266972,1.000000,0.065134,0.276729,742,1000
1187,0.505000,0.368000,0.267935,1.000000,0.051485,0.267897,736,1000
1188,0.486000,0.349000,0.280261,1.000000,0.088477,0.261654,783,1000
1189,0.525000,0.391000,0.284470,1.000000,0.047619,0.297327,753,1000
1190,0.518000,0.383000,0.308089,1.000000,0.055985,0.297726,744,1000
1191,0.498000,0.380000,0.296451,1.000000,0.042169,0.290313,672,1000
1192,0.502000,0.391000,0.309271,1.000000,0.073705,0.298787,651,1000
1193,0.495000,0.348000,0.306565,1.000000,0.072727,0.299202,812,1000
1194,0.520000,0.400000,0.295752,1.000000,0.075000,0.321998,652,1000
1195,0.491000,0.364000,0.289516,1.000000,0.075356,0.306336,804,1000
1196,0.489000,0.369000,0.279502,1.000000,0.073620,0.307933,792,1000
1197,0.508000,0.378000,0.288048,1.000000,0.064961,0.315802,723,1000
1198,0.503000,0.363000,0.272889,1.000000,0.063618,0.311389,817,1000
1199,0.528000,0.398000,0.271835,1.000000,0.060606,0.318206,728,1000
1200,0.525000,0.396000,0.272614,1.000000,0.066667,0.306408,764,1000
1201,0.487000,0.360000,0.280498,1.000000,0.063655,0.275995,662,1000
1202,0.507000,0.373000,0.277686,1.000000,0.072978,0.286043,818,1000
1203,0.473000,0.349000,0.295880,1.000000,0.071882,0.255276,813,1000
1204,0.482000,0.352000,0.303225,1.000000,0.072614,0.256799,692,1000
1205,0.464000,0.327000,0.299447,1.000000,0.084052,0.247125,801,1000
1206,0.494000,0.350000,0.293436,1.000000,0.076923,0.250544,835,1000
1207,0.501000,0.369000,0.287273,1.000000,0.071856,0.266008,742,1000
1208,0.504000,0.369000,0.309535,1.000000,0.051587,0.280215,672,1000
1209,0.506000,0.365000,0.295746,1.000000,0.061265,0.271754,790,1000
1210,0.484000,0.343000,0.293628,1.000000,0.076446,0.255156,795,1000
1211,0.497000,0.370000,0.290452,1.000000,0.068410,0.267870,735,1000
1212,0.494000,0.366000,0.293904,1.000000,0.068826,0.263059,727,1000
1213,0.493000,0.354000,0.300890,1.000000,0.068966,0.255988,769,1000
1214,0.487000,0.354000,0.311234,1.000000,0.067762,0.243625,810,1000
1215,0.530000,0.399000,0.314979,1.000000,0.060377,0.271571,798,1000
1216,0.499000,0.367000,0.312904,1.000000,0.072144,0.252390,744,1000
1217,0.505000,0.387000,0.311454,1.000000,0.067327,0.248458,682,1000
1218,0.474000,0.357000,0.336649,1.000000,0.071730,0.221684,761,1000
1219,0.501000,0.389000,0.368403,1.000000,0.057884,0.225899,719,1000
1220,0.473000,0.353000,0.363838,1.000000,0.048626,0.212948,732,1000
1221,0.467000,0.340000,0.353746,1.000000,0.064240,0.197909,813,1000
1222,0.458000,0.322000,0.358440,1.000000,0.085153,0.191015,787,1000
1223,0.476000,0.350000,0.362565,1.000000,0.081933,0.189362,841,1000
1224,0.495000,0.372000,0.364886,1.000000,0.058586,0.200246,744,1000
1225,0.475000,0.344000,0.362823,1.000000,0.069474,0.208037,716,1000
1226,0.496000,0.370000,0.366148,1.000000,0.064516,0.215021,787,1000
1227,0.503000,0.370000,0.381342,1.000000,0.067594,0.221066,784,1000
1228,0.500000,0.379000,0.361204,1.000000,0.056000,0.224215,669,1000
1229,0.495000,0.368000,0.366332,1.000000,0.072727,0.219101,752,1000
1230,0.505000,0.372000,0.360298,1.000000,0.079208,0.219677,657,1000
1231,0.517000,0.387000,0.346497,1.000000,0.077369,0.218640,691,1000
1232,0.511000,0.385000,0.349994,1.000000,0.074364,0.216156,663,1000
1233,0.509000,0.380000,0.367281,1.000000,0.070727,0.204625,751,1000
1234,0.497000,0.369000,0.366301,1.000000,0.064386,0.184126,773,1000
1235,0.519000,0.402000,0.367651,1.000000,0.057803,0.204628,653,1000
1236,0.516000,0.395000,0.373762,1.000000,0.075581,0.206600,750,1000
1237,0.490000,0.358000,0.372237,1.000000,0.079592,0.187968,755,1000
1238,0.499000,0.379000,0.374754,1.000000,0.086172,0.183633,761,1000
1239,0.487000,0.355000,0.372850,1.000000,0.082136,0.174776,776,1000
1240,0.535000,0.396000,0.369069,1.000000,0.069159,0.199290,747,1000
1241,0.507000,0.394000,0.363120,1.000000,0.067061,0.198029,641,1000
1242,0.506000,0.386000,0.371877,1.000000,0.073123,0.180884,682,1000
1243,0.490000,0.376000,0.371000,1.000000,0.083673,0.176834,672,1000
1244,0.507000,0.374000,0.385892,1.000000,0.080868,0.193660,761,1000
1245,0.500000,0.392000,0.365440,1.000000,0.054000,0.194771,607,1000
1246,0.528630,0.394683,0.371002,1.000000,0.061896,0.218403,701,978
1247,0.494000,0.368000,0.398306,1.000000,0.068826,0.215459,761,1000
1248,0.509000,0.378000,0.396343,1.000000,0.082515,0.217730,707,1000
1249,0.481000,0.370000,0.415042,1.000000,0.072765,0.211205,715,1000
1250,0.482000,0.370000,0.407267,1.000000,0.066390,0.213951,670,1000
1251,0.482000,0.361000,0.418961,1.000000,0.074689,0.204980,716,1000
1252,0.527000,0.394000,0.410298,1.000000,0.064516,0.224969,716,1000
1253,0.518000,0.404000,0.398695,1.000000,0.063707,0.228009,713,1000
1254,0.501000,0.395000,0.393925,1.000000,0.067864,0.226558,598,1000
1255,0.494382,0.365679,0.372412,1.000000,0.057851,0.222388,685,979
1256,0.497000,0.370000,0.377111,1.000000,0.050302,0.230250,771,1000
1257,0.489000,0.366000,0.393361,1.000000,0.044990,0.224201,684,1000
1258,0.502000,0.387000,0.415299,1.000000,0.051793,0.225026,684,1000
1259,0.513000,0.378000,0.420137,1.000000,0.062378,0.234145,668,1000
1260,0.524000,0.374000,0.406763,1.000000,0.070611,0.232237,818,1000
1261,0.491000,0.362000,0.401161,1.000000,0.075356,0.217816,764,1000
1262,0.487000,0.376000,0.397606,1.000000,0.049281,0.219574,652,1000
1263,0.497000,0.374000,0.408373,1.000000,0.040241,0.213777,711,1000
1264,0.509000,0.379000,0.386065,1.000000,0.058939,0.216378,806,1000
1265,0.504000,0.373000,0.369640,1.000000,0.069444,0.205244,801,1000
1266,0.485000,0.362000,0.389300,1.000000,0.061856,0.203788,694,1000
1267,0.498000,0.382000,0.387483,1.000000,0.066265,0.198495,668,1000
1268,0.505000,0.382000,0.390313,1.000000,0.065347,0.206947,747,1000
1269,0.502000,0.390000,0.368005,1.000000,0.059761,0.213023,688,1000
1270,0.485000,0.365000,0.369715,1.000000,0.063918,0.207667,750,1000
1271,0.501000,0.402000,0.370982,1.000000,0.057884,0.208277,569,1000
1272,0.530271,0.401879,0.370630,1.000000,0.070866,0.226942,662,958
1273,0.530000,0.398000,0.353457,1.000000,0.075472,0.221598,722,1000
1274,0.502000,0.382000,0.336866,1.000000,0.077689,0.215968,665,1000
1275,0.482000,0.356000,0.332500,1.000000,0.070539,0.210449,699,1000
1276,0.472000,0.331000,0.342080,1.000000,0.091102,0.197802,823,1000
1277,0.506000,0.391000,0.329814,1.000000,0.061265,0.221368,650,1000
1278,0.492000,0.375000,0.341033,1.000000,0.052846,0.213712,652,1000
1279,0.510000,0.377000,0.330030,1.000000,0.064706,0.220773,779,1000
1280,0.500000,0.378000,0.339564,1.000000,0.050000,0.216746,677,1000
1281,0.507000,0.371000,0.328723,1.000000,0.071006,0.221023,748,1000
1282,0.502000,0.372000,0.320067,1.000000,0.061753,0.218026,682,1000
1283,0.515000,0.399000,0.310829,1.000000,0.048544,0.220682,558,1000
1284,0.516793,0.390033,0.338332,1.000000,0.073375,0.231889,636,923
1285,0.509865,0.389408,0.357103,1.000000,0.059063,0.224135,696,963
1286,0.512000,0.386000,0.374537,1.000000,0.064453,0.217198,698,1000
1287,0.507000,0.390000,0.399971,1.000000,0.069034,0.215001,695,1000
1288,0.503000,0.379000,0.381839,1.000000,0.083499,0.227175,727,1000
1289,0.519000,0.390000,0.363677,1.000000,0.065511,0.239822,712,1000
1290,0.517000,0.391000,0.360428,1.000000,0.063830,0.247071,703,1000
1291,0.508000,0.382000,0.359295,1.000000,0.059055,0.239153,767,1000
1292,0.487000,0.356000,0.368286,1.000000,0.071869,0.226395,782,1000
1293,0.495000,0.381000,0.349465,1.000000,0.058586,0.222231,628,1000
1294,0.486405,0.358510,0.357174,1.000000,0.070393,0.216897,766,993
1295,0.514000,0.385000,0.352322,1.000000,0.062257,0.239714,719,1000
1296,0.532000,0.416000,0.332233,1.000000,0.050752,0.250377,642,1000
1297,0.499000,0.368000,0.330675,1.000000,0.070140,0.232682,789,1000
1298,0.495000,0.369000,0.320016,1.000000,0.066667,0.233125,760,1000
1299,0.508000,0.391000,0.322836,1.000000,0.053150,0.235302,689,1000
1300,0.490000,0.369000,0.348035,1.000000,0.061224,0.222030,673,1000
1301,0.483000,0.367000,0.360472,1.000000,0.053830,0.209465,641,1000
1302,0.516162,0.405051,0.365122,1.000000,0.058708,0.226005,621,990
1303,0.491118,0.358412,0.375697,1.000000,0.074468,0.203551,652,957
1304,0.502000,0.368000,0.381537,1.000000,0.081673,0.212789,766,1000
1305,0.518000,0.399000,0.365636,1.000000,0.075290,0.216960,707,1000
1306,0.520000,0.400000,0.353710,1.000000,0.065385,0.235284,731,1000
1307,0.472000,0.361000,0.355420,1.000000,0.067797,0.214168,707,1000
1308,0.499000,0.380000,0.355234,1.000000,0.066132,0.199896,706,1000
1309,0.496000,0.369000,0.367879,1.000000,0.070565,0.193990,756,1000
1310,0.532000,0.399000,0.390228,1.000000,0.062030,0.209297,792,1000
1311,0.512000,0.385000,0.397265,1.000000,0.068359,0.200871,690,1000
1312,0.509000,0.388000,0.369295,1.000000,0.053045,0.197421,683,1000
1313,0.521000,0.400000,0.367808,1.000000,0.053743,0.211944,708,1000
1314,0.507000,0.378000,0.358079,1.000000,0.065089,0.206808,758,1000
1315,0.499000,0.387000,0.367598,1.000000,0.056112,0.205497,731,1000
1316,0.482000,0.353000,0.383645,1.000000,0.060166,0.204614,806,1000
1317,0.479000,0.365000,0.392434,1.000000,0.058455,0.198212,688,1000
1318,0.481000,0.357000,0.395053,1.000000,0.062370,0.204806,776,1000
1319,0.536000,0.386000,0.413487,1.000000,0.069030,0.224389,784,1000
1320,0.542000,0.406000,0.426052,1.000000,0.081181,0.239227,826,1000
1321,0.528000,0.398000,0.436996,1.000000,0.081439,0.239507,758,1000
1322,0.513000,0.369000,0.447195,1.000000,0.058480,0.254999,803,1000
1323,0.508000,0.386000,0.467031,1.000000,0.061024,0.258461,659,1000
1324,0.500000,0.363000,0.459433,1.000000,0.078000,0.263236,786,1000
1325,0.458000,0.330000,0.466416,1.000000,0.076419,0.236657,729,1000
1326,0.462000,0.332000,0.404064,1.000000,0.067100,0.243820,812,1000
1327,0.478000,0.354000,0.411717,1.000000,0.062762,0.255623,732,1000
1328,0.492000,0.371000,0.402497,1.000000,0.071138,0.260996,762,1000
1329,0.483000,0.361000,0.388487,1.000000,0.064182,0.262974,706,1000
1330,0.493000,0.352000,0.382354,1.000000,0.075051,0.265409,775,1000
1331,0.488000,0.359000,0.370545,1.000000,0.079918,0.250772,751,1000
1332,0.470000,0.346000,0.385368,1.000000,0.085106,0.241381,871,1000
1333,0.499000,0.372000,0.401519,1.000000,0.058116,0.253256,707,1000
1334,0.502000,0.371000,0.381778,1.000000,0.057769,0.256164,823,1000
1335,0.509000,0.394000,0.361142,1.000000,0.056974,0.264282,750,1000
1336,0.503000,0.386000,0.347486,1.000000,0.053678,0.268229,655,1000
1337,0.513000,0.398000,0.361516,1.000000,0.062378,0.276583,740,1000
1338,0.528000,0.407000,0.358718,1.000000,0.056818,0.279743,818,1000
1339,0.512000,0.398000,0.336950,1.000000,0.052734,0.272392,616,1000
1340,0.491903,0.375506,0.354112,1.000000,0.053498,0.259963,684,988
1341,0.518000,0.398000,0.364627,1.000000,0.061776,0.273154,677,1000
1342,0.527000,0.405000,0.349422,1.000000,0.047438,0.275730,620,1000
1343,0.529234,0.398185,0.338342,1.000000,0.070476,0.275211,821,992
1344,0.535000,0.403000,0.342082,1.000000,0.069159,0.274909,708,1000
1345,0.530000,0.405000,0.332662,1.000000,0.058491,0.275775,710,1000
1346,0.498000,0.381000,0.333661,1.000000,0.056225,0.260929,684,1000
1347,0.523000,0.390000,0.347199,1.000000,0.063098,0.278321,759,1000
1348,0.509000,0.390000,0.339170,1.000000,0.068762,0.276473,710,1000
1349,0.522000,0.391000,0.313926,1.000000,0.063218,0.294678,745,1000
1350,0.503000,0.374000,0.301961,1.000000,0.085487,0.288458,737,1000
1351,0.464000,0.330000,0.308162,1.000000,0.062500,0.271119,865,1000
1352,0.486000,0.361000,0.313103,1.000000,0.080247,0.271174,829,1000
1353,0.523000,0.402000,0.324108,1.000000,0.049713,0.289395,700,1000
1354,0.498000,0.386000,0.315732,1.000000,0.058233,0.277312,694,1000
1355,0.523000,0.389000,0.314254,1.000000,0.061185,0.289534,724,1000
1356,0.496000,0.354000,0.345557,1.000000,0.090726,0.272088,790,1000
1357,0.495000,0.357000,0.369116,1.000000,0.094949,0.265949,811,1000
1358,0.491000,0.382000,0.383075,1.000000,0.065173,0.272679,684,1000
1359,0.517000,0.399000,0.390105,1.000000,0.058027,0.295631,680,1000
1360,0.506000,0.396000,0.414332,1.000000,0.045455,0.276405,599,1000
1361,0.496809,0.355319,0.416849,1.000000,0.059957,0.267717,822,940
1362,0.486000,0.357000,0.412691,1.000000,0.067901,0.260837,782,1000
1363,0.522000,0.398000,0.389823,1.000000,0.068966,0.269543,740,1000
1364,0.519000,0.403000,0.363934,1.000000,0.077071,0.262512,688,1000
1365,0.481000,0.350000,0.372450,1.000000,0.076923,0.243014,788,1000
1366,0.474000,0.341000,0.347987,1.000000,0.073840,0.240225,741,1000
1367,0.499000,0.362000,0.330176,1.000000,0.086172,0.270009,746,1000
1368,0.519000,0.391000,0.330471,1.000000,0.080925,0.273924,704,1000
1369,0.493000,0.353000,0.330552,1.000000,0.060852,0.265825,817,1000
1370,0.505000,0.373000,0.348281,1.000000,0.061386,0.281763,751,1000
1371,0.540000,0.413000,0.353709,1.000000,0.050000,0.301988,774,1000
1372,0.516000,0.379000,0.339609,1.000000,0.079457,0.285795,799,1000
1373,0.490000,0.369000,0.339022,1.000000,0.081633,0.274135,724,1000
1374,0.527000,0.400000,0.325380,1.000000,0.075901,0.297978,732,1000
1375,0.531000,0.406000,0.346712,1.000000,0.065913,0.303460,751,1000
1376,0.509000,0.377000,0.337818,1.000000,0.058939,0.294329,787,1000
1377,0.500000,0.348000,0.338438,1.000000,0.080000,0.293289,819,1000
1378,0.492000,0.369000,0.347415,1.000000,0.069106,0.284483,735,1000
1379,0.493000,0.353000,0.332382,1.000000,0.066937,0.278731,790,1000
1380,0.499000,0.368000,0.343598,1.000000,0.060120,0.276016,706,1000
1381,0.474000,0.344000,0.360371,1.000000,0.048523,0.260337,767,1000
1382,0.493000,0.359000,0.365946,1.000000,0.079108,0.275622,700,1000
1383,0.493000,0.358000,0.363852,1.000000,0.079108,0.278317,853,1000
1384,0.512000,0.378000,0.372274,1.000000,0.070312,0.296490,705,1000
1385,0.511000,0.378000,0.342720,1.000000,0.056751,0.313560,807,1000
1386,0.528000,0.411000,0.325801,1.000000,0.064394,0.326044,789,1000
1387,0.501000,0.378000,0.350997,1.000000,0.061876,0.306720,651,1000
1388,0.493000,0.374000,0.350036,1.000000,0.054767,0.298001,725,1000
1389,0.521000,0.393000,0.373886,1.000000,0.057582,0.320714,746,1000
1390,0.507000,0.379000,0.356827,1.000000,0.057199,0.295511,745,1000
1391,0.504000,0.390000,0.372591,1.000000,0.071429,0.284461,711,1000
1392,0.526000,0.399000,0.355260,1.000000,0.077947,0.305480,728,1000
1393,0.536000,0.412000,0.376022,1.000000,0.070896,0.309204,740,1000
1394,0.527000,0.420000,0.386941,1.000000,0.045541,0.307408,662,1000
1395,0.520000,0.395000,0.441856,1.000000,0.050000,0.302733,805,1000
1396,0.529000,0.402000,0.432539,1.000000,0.052930,0.309132,743,1000
1397,0.527000,0.420000,0.396398,1.000000,0.058824,0.301403,672,1000
1398,0.495000,0.377000,0.381212,1.000000,0.068687,0.287897,689,1000
1399,0.491000,0.357000,0.359981,1.000000,0.075356,0.289360,772,1000
1400,0.517000,0.394000,0.393043,1.000000,0.065764,0.301212,668,1000
1401,0.501000,0.375000,0.390438,1.000000,0.073852,0.300092,699,1000
1402,0.495000,0.378000,0.403121,1.000000,0.072727,0.302500,706,1000
1403,0.515000,0.404000,0.387064,1.000000,0.042718,0.317957,646,1000
1404,0.525000,0.383000,0.372082,1.000000,0.066667,0.313174,786,1000
1405,0.488000,0.353000,0.371021,1.000000,0.071721,0.291617,819,1000
1406,0.490000,0.364000,0.372690,1.000000,0.067347,0.296736,681,1000
1407,0.514000,0.393000,0.355161,1.000000,0.064202,0.321742,680,1000
1408,0.504000,0.384000,0.370712,1.000000,0.069444,0.310943,668,1000
1409,0.475000,0.344000,0.372520,1.000000,0.056842,0.301307,716,1000
1410,0.487000,0.358000,0.374491,1.000000,0.075975,0.316914,727,1000
1411,0.498000,0.355000,0.399846,1.000000,0.072289,0.319619,815,1000
1412,0.473000,0.325000,0.396540,1.000000,0.084567,0.304947,781,1000
1413,0.493000,0.376000,0.373194,1.000000,0.085193,0.304670,735,1000
1414,0.483000,0.356000,0.378001,1.000000,0.068323,0.288869,827,1000
1415,0.485000,0.359000,0.393882,1.000000,0.059794,0.298968,841,1000
1416,0.484000,0.353000,0.402999,1.000000,0.047521,0.299572,719,1000
1417,0.495000,0.360000,0.407881,1.000000,0.074747,0.303377,834,1000
1418,0.512000,0.396000,0.409646,1.000000,0.062500,0.329569,628,1000
1419,0.503525,0.375629,0.412042,1.000000,0.058000,0.320901,777,993
1420,0.494000,0.372000,0.416885,1.000000,0.070850,0.306736,753,1000
1421,0.502000,0.364000,0.421435,1.000000,0.073705,0.308672,829,1000
1422,0.488000,0.348000,0.421558,1.000000,0.077869,0.289853,850,1000
1423,0.469000,0.334000,0.414230,1.000000,0.083156,0.272917,843,1000
1424,0.502000,0.372000,0.420783,1.000000,0.059761,0.304744,714,1000
1425,0.499000,0.373000,0.414995,1.000000,0.062124,0.293088,752,1000
1426,0.485000,0.373000,0.399666,1.000000,0.068041,0.279702,709,1000
1427,0.477000,0.360000,0.419411,1.000000,0.064990,0.268265,723,1000
1428,0.512000,0.387000,0.421569,1.000000,0.054688,0.291760,649,1000
1429,0.499000,0.374000,0.375154,1.000000,0.070140,0.274301,725,1000
1430,0.499000,0.367000,0.401598,1.000000,0.066132,0.290034,768,1000
1431,0.467000,0.329000,0.373791,1.000000,0.068522,0.277705,842,1000
1432,0.473000,0.340000,0.356103,1.000000,0.052854,0.280266,841,1000
1433,0.500000,0.375000,0.340230,1.000000,0.060000,0.299143,738,1000
1434,0.509000,0.383000,0.332003,1.000000,0.064833,0.313447,680,1000
1435,0.496000,0.356000,0.366959,1.000000,0.072581,0.298826,849,1000
1436,0.494000,0.360000,0.393789,1.000000,0.076923,0.299230,785,1000
1437,0.507000,0.385000,0.397877,1.000000,0.061144,0.313582,755,1000
1438,0.492000,0.356000,0.422388,1.000000,0.063008,0.307887,810,1000
1439,0.477000,0.334000,0.447564,1.000000,0.060797,0.283778,745,1000
1440,0.484000,0.340000,0.438442,1.000000,0.082645,0.290458,855,1000
1441,0.507000,0.382000,0.434716,1.000000,0.071006,0.289890,715,1000
1442,0.503000,0.387000,0.434332,1.000000,0.069583,0.282925,686,1000
1443,0.496000,0.379000,0.457188,1.000000,0.060484,0.278862,744,1000
1444,0.514000,0.386000,0.475622,1.000000,0.064202,0.286928,742,1000
1445,0.492000,0.359000,0.495447,1.000000,0.067073,0.277229,762,1000
1446,0.508000,0.363000,0.457885,1.000000,0.059055,0.273815,810,1000
1447,0.505000,0.382000,0.461954,1.000000,0.061386,0.271225,663,1000
1448,0.512000,0.380000,0.493817,1.000000,0.062500,0.286939,724,1000
1449,0.503000,0.378000,0.484199,1.000000,0.059642,0.262594,656,1000
1450,0.515000,0.379000,0.490736,1.000000,0.064078,0.265364,762,1000
1451,0.516000,0.387000,0.511626,1.000000,0.060078,0.288786,705,1000
1452,0.482000,0.353000,0.523716,1.000000,0.078838,0.265777,768,1000
1453,0.513000,0.382000,0.506055,1.000000,0.085770,0.280857,764,1000
1454,0.514000,0.385000,0.480467,1.000000,0.077821,0.280122,780,1000
1455,0.488000,0.359000,0.481693,1.000000,0.073770,0.262975,789,1000
1456,0.482000,0.355000,0.508327,1.000000,0.068465,0.267143,789,1000
1457,0.506000,0.362000,0.502062,1.000000,0.092885,0.290039,795,1000
1458,0.468000,0.351000,0.491886,1.000000,0.070513,0.259561,698,1000
1459,0.486000,0.376000,0.517506,1.000000,0.045267,0.263951,729,1000
1460,0.483000,0.363000,0.549538,1.000000,0.049689,0.264839,754,1000
1461,0.484000,0.351000,0.531867,1.000000,0.064050,0.258765,680,1000
1462,0.487000,0.359000,0.518685,1.000000,0.082136,0.245709,742,1000
1463,0.470000,0.341000,0.479861,1.000000,0.068085,0.232141,771,1000
1464,0.477000,0.350000,0.481123,1.000000,0.062893,0.227191,802,1000
1465,0.513000,0.405000,0.469531,1.000000,0.044834,0.237484,641,1000
1466,0.512000,0.386000,0.452386,1.000000,0.060547,0.223788,701,1000
1467,0.491000,0.344000,0.414540,1.000000,0.077393,0.203833,800,1000
1468,0.509000,0.390000,0.417759,1.000000,0.082515,0.211893,655,1000
1469,0.483000,0.359000,0.398530,1.000000,0.060041,0.213471,670,1000
1470,0.496000,0.364000,0.415882,1.000000,0.080645,0.211736,727,1000
1471,0.497000,0.342000,0.410787,1.000000,0.088531,0.215029,827,1000
1472,0.508000,0.386000,0.416865,1.000000,0.051181,0.232761,715,1000
1473,0.526000,0.414000,0.435804,1.000000,0.060837,0.238199,664,1000
1474,0.531000,0.412000,0.428944,1.000000,0.054614,0.232687,715,1000
1475,0.518000,0.409000,0.424521,1.000000,0.055985,0.229885,607,1000
1476,0.492260,0.376677,0.438219,1.000000,0.048218,0.217354,660,969
1477,0.491000,0.369000,0.425516,1.000000,0.038697,0.209762,694,1000
1478,0.506000,0.392000,0.429069,1.000000,0.069170,0.211498,637,1000
1479,0.486815,0.349899,0.438069,1.000000,0.083333,0.199194,754,986
1480,0.487000,0.360000,0.409707,1.000000,0.073922,0.194725,717,1000
1481,0.505000,0.387000,0.401151,1.000000,0.055446,0.205000,678,1000
1482,0.503000,0.370000,0.398077,1.000000,0.057654,0.213625,740,1000
1483,0.489000,0.372000,0.418260,1.000000,0.077710,0.210913,699,1000
1484,0.487000,0.370000,0.427266,1.000000,0.063655,0.215730,654,1000
1485,0.492000,0.369000,0.412988,1.000000,0.071138,0.223279,744,1000
1486,0.507000,0.380000,0.379042,1.000000,0.063116,0.231437,706,1000
1487,0.512000,0.391000,0.330431,1.000000,0.072266,0.236127,693,1000
1488,0.508000,0.388000,0.328765,1.000000,0.072835,0.231023,647,1000
