"mim","mom","gam","mov","a1","lambd","xdim","ydim","K","Tm_init","rg_init","                     Tm_mu","rg_mu","Time","Sex_ratio","Time-in","Tm","Tf","Gift","RejPr","Offs","                     N","Vr_Tm","Vr_Rj","M_m","N_m","Beta","M_males","M_females","                     M_male_gft"
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.259,-0.048278,2,0,0,263,1000,0.000212,0,0.853282,-0.075117,0.823944,0.547009,1.105634,0.000171
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.474,0.254,-0.001597,2,0.346008,0,292,1000,0.000189,0,0.877953,-0.021892,0.57764,0.55914,1.062112,0.269027
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.475,0.258,-0.011858,2,0.11619,0,310,1000,0.00019,0,0.926357,0.024556,0.563636,0.645161,1.084848,0.107721
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.491,0.246,-0.042701,2,0,0,281,1000,0.000207,0,0.943089,0.01075,0.576923,0.711111,1.076923,0.011111
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.236,-0.007153,2,0.215447,0,198,1000,0.0002,0,0.745763,0.036714,1.052174,0.504132,1,85877.801653
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.496,0.253,-0.014738,2,0.075397,0,288,1000,0.000187,0,0.86166,-0.104158,0.744828,0.62963,1.034483,0.119569
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.487,0.273,-0.129014,2,0,0,281,1000,0.0002,0,0.875458,-0.024499,0.674847,0.645455,1.030675,0
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.526,0.271,-0.04253,2,0,0,239,1000,0.000209,0,0.900369,-0.089002,0.67284,0.59633,1.104938,0
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.507,0.256,-0.04847,2,0,0,251,1000,0.000212,0,0.839844,0.163377,0.695364,0.580952,1.019868,0.038095
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.225,-0.046432,2,0,0,266,1000,0.000195,0,0.933333,-0.137228,0.595745,0.690476,1.078014,0.058945
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.521,0.246,-0.001159,2,0.298539,0,256,1000,0.000203,0,0.922764,-0.006496,0.587097,0.615385,1.103226,0.197802
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.273,-0.007705,2,0.19877,0,287,1000,0.000178,0,0.908425,-0.020441,0.664634,0.66055,1.073171,0.146789
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.534,0.242,-0.057132,2,0,0,214,1000,0.00021,0,0.785124,-0.047788,0.779412,0.415094,1.073529,1570590.839623
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.284,-0.053672,2,0,0,250,1000,0.000189,0,0.915493,-0.073241,0.742331,0.661157,1.104294,0
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.256,-0.064645,2,0,0,264,1000,0.000181,0,0.957031,-0.050671,0.570552,0.634409,1.141104,0
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.251,-0.018317,2,0.113636,0,233,1000,0.000212,0,0.808765,0.084449,0.743056,0.476636,1.055556,0.046729
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.509,0.25,-0.030941,2,0.01222,0,243,1000,0.000189,0,0.948,0.02929,0.612903,0.694737,1.103226,219052.231579
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.27,-0.086038,2,0,0,240,1000,0.000196,0,0.844444,-0.076903,0.719745,0.504425,1.089172,0.053097
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.474,0.272,-0.083683,2,0,0,270,1000,0.000172,0,0.893382,-0.003944,0.732484,0.643478,1.076433,0
0.01,0.01,0,1,0,1,1,1,1000,0,0,0.01,0,39999,0.479,0.261,-0.018416,2,0.059501,0,255,1000,0.00019,0,0.862069,-0.013879,0.763514,0.60177,1.060811,0.044248
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.219,0.023658,2,0.712,0,252,1000,0.000208,0,0.844749,0.034646,0.724409,0.532609,1.070866,0.532609
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.256,0.04651,2,0.672764,0,270,1000,0.000201,0,0.902344,-0.113578,0.828571,0.689655,1.078571,0.569828
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.281,0.014947,2,0.576402,0,253,1000,0.000206,0,0.914591,-0.014744,0.662722,0.669643,1.076923,0.589451
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.26,0.033156,2,0.707071,0,305,1000,0.000195,0,0.842308,0.06096,0.625,0.5,1.05625,0.612
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.475,0.243,0.022842,2,0.611429,0,270,1000,0.000198,0,0.868313,-0.050408,0.8,0.657407,1.037037,103919.407407
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.467,0.271,0.030941,2,0.711069,0,262,1000,0.000202,0,0.915129,-0.049637,0.67284,0.651376,1.092593,0.651376
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.256,0.026941,2,0.65996,0,236,1000,0.000218,0,0.878906,-0.039934,0.662338,0.617647,1.051948,439386.073235
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.278,0.030183,2,0.700599,0,316,1000,0.000183,0,0.881295,-0.010142,0.748428,0.579832,1.106918,0.504566
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.268,0.031657,2,0.692615,0,315,1000,0.000187,0,0.88806,0.077306,0.664596,0.616822,1.068323,0.645047
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.52,0.267,0.030462,2,0.675,0,237,1000,0.0002,0,0.812734,-0.066076,0.893617,0.539683,1.056738,89228.58823
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.281,0.034003,2,0.717172,0,294,1000,0.000203,0,0.871886,0.014387,0.70303,0.603448,1.060606,96614.706897
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.253,0.038077,2,0.690661,0,258,1000,0.000194,0,0.841897,-0.0825,0.946154,0.634146,1.038462,182592.603252
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.264,0.044065,2,0.706237,0,295,1000,0.000189,0,0.905303,0.041429,0.808219,0.661017,1.10274,0.525776
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.48,0.269,0.021268,2,0.667308,0,299,1000,0.000198,0,0.858736,-0.006547,0.842466,0.601626,1.075342,273304.101626
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.453,0.278,0.039949,2,0.707495,0,320,1000,0.000191,0,0.902878,0.048755,0.770701,0.677686,1.076433,185306.071983
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.489,0.244,0.017393,2,0.636008,0,231,1000,0.000192,0,0.909836,-0.02046,0.671233,0.602041,1.116438,572199.357143
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.263,0.045764,2,0.678715,0,303,1000,0.000225,0,0.813688,0.073069,0.826389,0.563025,1.020833,0.621849
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.271,0.036979,2,0.682,0,280,1000,0.000204,0,0.845018,0.085589,0.75974,0.564103,1.058442,0.495726
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.485,0.312,0.034997,2,0.679612,0,299,1000,0.000178,0,0.852564,0.001892,0.813953,0.628571,1.034884,80090.007143
0.01,0.01,0.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.469,0.28,0.029875,2,0.679849,0,285,1000,0.000217,0,0.95,-0.02608,0.761006,0.793388,1.069182,0.703058
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.515,0.285,0.032178,2,0.668041,0,307,1000,0.000204,0,0.842105,-0.02091,0.938776,0.586957,1.081633,437982.550725
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.262,0.031031,2,0.670757,0,332,1000,0.000184,0,0.851145,0.009087,0.84507,0.591667,1.070423,0.610168
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.274,0.037023,2,0.654297,0,335,1000,0.000184,0,0.912409,-0.01013,0.838926,0.672,1.114094,0.64
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.278,0.032085,2,0.606061,0,292,1000,0.000203,0,0.874101,-0.014325,0.944056,0.659259,1.076923,0.525926
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.259,0.032979,2,0.67284,0,288,1000,0.000199,0,0.760618,-0.024412,1.122951,0.445255,1.114754,0.531387
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.285,0.02819,2,0.656,0,329,1000,0.000204,0,1.003509,0.017735,0.78125,0.752,1.2,1061808.23256
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.28,0.031801,2,0.647541,0,325,1000,0.000178,0,0.889286,0.062545,0.806452,0.68,1.058065,193084.32
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.293,0.029346,2,0.671429,0,310,1000,0.000202,0,0.863481,0.040259,0.754491,0.619048,1.047904,287674.052396
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.277,0.043526,2,0.695473,0,312,1000,0.000202,0,0.855596,-0.008014,0.884354,0.584615,1.095238,0.507769
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.496,0.302,0.034131,2,0.694444,0,352,1000,0.00022,0,0.880795,-0.006462,0.776471,0.613636,1.088235,365812.916667
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.477,0.274,0.025275,2,0.652008,0,304,1000,0.000177,0,0.916058,0.105196,0.826667,0.75,1.053333,0.637097
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.261,0.027378,2,0.680639,0,278,1000,0.000182,0,0.8659,-0.012862,0.705882,0.537037,1.098039,0.616667
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.494,0.274,0.022804,2,0.644269,0,321,1000,0.000217,0,0.886861,0.076971,0.72327,0.643478,1.062893,0.573913
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.538,0.259,0.036428,2,0.688312,0,264,1000,0.000185,0,0.787645,-0.031124,0.890511,0.47541,1.065693,0.418033
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.271,0.024821,2,0.67562,0,275,1000,0.000207,0,0.815498,0.045542,0.935714,0.526718,1.085714,184482.961832
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.263,0.023195,2,0.636364,0,321,1000,0.000196,0,0.882129,0.061012,0.813793,0.576271,1.131034,0.610169
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.267,0.029006,2,0.702811,0,308,1000,0.000193,0,0.842697,0.068169,0.934783,0.627907,1.043478,0.472868
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.278,0.023309,2,0.672481,0,300,1000,0.000195,0,0.834532,-0.080763,0.865772,0.596899,1.040268,0.535107
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.479,0.258,0.033273,2,0.654511,0,297,1000,0.000179,0,0.945736,-0.05012,0.767123,0.767857,1.082192,0.642857
0.01,0.01,0.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.465,0.29,0.02376,2,0.656075,0,331,1000,0.000198,0,0.868966,-0.033362,0.895425,0.671533,1.045752,0.467153
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.485,0.262,0.039393,2,0.669903,0,296,1000,0.000187,0,0.866412,-0.00548,0.806897,0.589744,1.089655,0.529915
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.272,0.032643,2,0.658487,0,305,1000,0.00019,0,0.816176,0.012331,0.956835,0.548872,1.071942,97136.015038
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.282,0.032078,2,0.615854,0,322,1000,0.000229,0,0.875887,0.050831,0.918367,0.703704,1.034014,0.777778
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.289,0.05256,2,0.704591,0,355,1000,0.000179,0,0.868512,-0.085232,0.81761,0.653846,1.044025,199038.077231
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.299,0.0428,2,0.650602,0,323,1000,0.000174,0,0.856187,-0.092578,1.105634,0.649682,1.084507,0.636943
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.482,0.28,0.038938,2,0.675676,0,340,1000,0.000183,0,0.871429,0.06196,0.985816,0.726619,1.014184,279196.06482
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.504,0.267,0.040842,2,0.691532,0,326,1000,0.000219,0,0.857678,0.116515,0.791946,0.525424,1.120805,0.644068
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.278,0.033546,2,0.692771,0,305,1000,0.000197,0,0.834532,0.000234,0.957746,0.588235,1.070423,0.536765
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.292,0.029323,2,0.648703,0,287,1000,0.000201,0,0.917808,-0.05013,1.100719,0.712418,1.143885,0.51634
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.266,0.026367,2,0.690909,0,323,1000,0.000187,0,0.804511,-0.030524,1.078125,0.557971,1.070312,0.463768
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.259,0.023528,2,0.65625,0,326,1000,0.000197,0,1.011583,-0.027941,0.823944,0.905983,1.098592,0.719203
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.253,0.025533,2,0.640816,0,301,1000,0.000204,0,0.790514,0.066212,0.992126,0.52381,1.055118,0.412698
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.518,0.266,0.031857,2,0.651452,0,333,1000,0.000198,0,0.827068,0.012652,1,0.586466,1.067669,0.624496
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.467,0.265,0.032557,2,0.699812,0,325,1000,0.000187,0,0.886792,-0.042069,0.906475,0.730159,1.028777,0.738643
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.519,0.287,0.031316,2,0.673597,0,314,1000,0.000195,0,0.804878,-0.034125,0.952381,0.535714,1.061224,0.732143
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.485,0.273,0.025714,2,0.636893,0,308,1000,0.000187,0,0.794872,-0.074648,1.052632,0.592857,1.007519,0.550256
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.473,0.282,0.038515,2,0.662239,0,340,1000,0.000208,0,0.847518,-0.052505,0.740741,0.675,0.975309,431459.816667
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.268,0.022859,2,0.649798,0,303,1000,0.000186,0,0.820896,0.004928,0.874126,0.52,1.083916,103375.06424
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.25,0.032921,2,0.678068,0,298,1000,0.000205,0,0.844,0.074801,0.724138,0.514286,1.082759,491982.009524
0.01,0.01,0.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.493,0.285,0.02842,2,0.666667,0,367,1000,0.000193,0,0.845614,0.077671,0.875,0.578947,1.078947,0.568496
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.493,0.28,0.046136,2,0.676529,0,328,1000,0.000201,0,0.853571,0.055011,0.917808,0.634328,1.054795,513556.888489
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.479,0.269,0.036957,2,0.660269,0,383,1000,0.000192,0,0.855019,-0.051056,0.977941,0.62406,1.080882,0.584962
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.476,0.292,0.0257,2,0.667939,0,375,1000,0.000185,0,0.780822,0.118309,0.871795,0.507353,1.019231,0.416176
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.266,0.025318,2,0.608081,0,359,1000,0.000203,0,0.842105,0.135988,0.927536,0.601562,1.065217,0.554954
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.466,0.288,0.025885,2,0.636704,0,361,1000,0.000196,0,0.833333,-0.118804,1.071942,0.644295,1.035971,276918.449664
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.487,0.284,0.028219,2,0.682261,0,364,1000,0.000207,0,0.799296,-0.097203,1.014184,0.531469,1.070922,0.588042
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.507,0.257,0.02146,2,0.661258,0,309,1000,0.000218,0,0.793774,0.066933,0.94697,0.52,1.05303,220206.4884
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.283,0.029775,2,0.656977,0,363,1000,0.000188,0,0.85159,0.066962,0.874172,0.643939,1.033113,0.515379
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.493,0.293,0.030256,2,0.674556,0,357,1000,0.000222,0,0.880546,0.075727,1.02069,0.682432,1.082759,0.621622
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.494,0.269,0.029424,2,0.650198,0,329,1000,0.000186,0,0.840149,0.022533,0.781457,0.584746,1.039735,0.59322
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.272,0.038044,2,0.616466,0,336,1000,0.000191,0,0.823529,-0.044721,1.285714,0.633987,1.067227,0.614641
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.28,0.028842,2,0.677734,0,340,1000,0.00019,0,0.810714,-0.034162,0.772152,0.532787,1.025316,791202.803279
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.268,0.034604,2,0.687873,0,363,1000,0.000212,0,0.876866,0.066111,0.985185,0.646617,1.103704,0.616541
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.523,0.277,0.037646,2,0.647799,0,353,1000,0.000198,0,0.783394,0.081664,0.884354,0.492308,1.040816,105810.453846
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.492,0.3,0.03899,2,0.651575,0,349,1000,0.000194,0,0.776667,0.010687,1.068966,0.56129,1.006897,621526.566452
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.476,0.29,0.040164,2,0.671756,0,366,1000,0.000193,0,0.92069,0.035755,0.870968,0.703704,1.109677,0.630662
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.513,0.282,0.03689,2,0.63655,0,336,1000,0.000204,0,0.847518,0.158309,0.958333,0.637681,1.048611,0.514493
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.278,0.0312,2,0.694,0,382,1000,0.000205,0,0.816547,0.151277,0.828947,0.531746,1.052632,0.516032
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.495,0.259,0.053442,2,0.677228,0,356,1000,0.000204,0,0.841699,0.009461,0.726667,0.614679,1.006667,0.605596
0.01,0.01,0.4,1,0,1,1,1,1000,0,0,0.01,0,39999,0.515,0.282,0.057683,2,0.643299,0,313,1000,0.000209,0,0.87234,0.079061,1.058394,0.675862,1.080292,0.669034
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.269,0.03347,2,0.66004,0,343,1000,0.0002,0,0.817844,-0.025128,1.279661,0.582781,1.118644,0.407446
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.263,0.03156,2,0.646694,0,329,1000,0.000203,0,0.870722,0.01018,0.992424,0.656489,1.083333,0.603053
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.262,0.033317,2,0.64898,0,333,1000,0.000224,0,0.854962,0.111532,0.782313,0.582609,1.068027,507108.721739
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.305,0.035251,2,0.666667,0,398,1000,0.000182,0,0.862295,0.147345,1.04698,0.596154,1.14094,0.5
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.474,0.291,0.037651,2,0.673004,0,383,1000,0.000184,0,0.920962,-0.08601,0.88961,0.715328,1.103896,106359.226277
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.482,0.261,0.034557,2,0.673745,0,353,1000,0.000176,0,0.877395,0.038103,0.992366,0.630769,1.122137,0.530769
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.493,0.301,0.034007,2,0.666667,0,408,1000,0.00022,0,0.837209,-0.009986,1.090278,0.675159,1.013889,0.585987
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.479,0.262,0.036562,2,0.639155,0,405,1000,0.000199,0,0.862595,0.03386,0.955224,0.648438,1.067164,113889.204922
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.52,0.275,0.031927,2,0.65625,0,351,1000,0.000167,0,0.825455,0.040484,1.037037,0.564286,1.096296,0.550429
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.271,0.044646,2,0.668605,0,410,1000,0.000191,0,0.833948,0.020079,1.133858,0.618056,1.07874,0.486111
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.496,0.269,0.055423,2,0.646825,0,315,1000,0.000211,0,0.732342,0.048045,1.101562,0.496454,0.992188,0.496454
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.276,0.035327,2,0.670782,0,366,1000,0.000218,0,0.768116,-0.102976,1.280992,0.535484,1.066116,0.587097
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.296,0.045005,2,0.659091,0,354,1000,0.000197,0,0.790541,-0.051024,1.099291,0.503226,1.106383,0.458065
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.477,0.271,0.044301,2,0.655832,0,391,1000,0.000185,0,0.878229,0.020258,1.007407,0.698529,1.059259,429222.253676
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.49,0.286,0.041476,2,0.654902,0,360,1000,0.000178,0,0.881119,-0.140905,1,0.671329,1.090909,0.538811
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.519,0.277,0.031485,2,0.636175,0,317,1000,0.000201,0,0.815884,0.006716,1.130769,0.585034,1.076923,0.585034
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.27,0.03159,2,0.654297,0,360,1000,0.00019,0,0.82963,-0.011482,1.030075,0.605839,1.06015,0.489124
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.498,0.28,0.044597,2,0.675299,0,389,1000,0.000234,0,0.767857,0.020156,1.089552,0.547945,1.007463,0.616438
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.471,0.286,0.033341,2,0.659735,0,452,1000,0.000181,0,0.874126,-0.0502,0.972414,0.673759,1.068966,310668.41844
0.01,0.01,0.5,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.304,0.053148,2,0.655706,0,331,1000,0.000216,0,0.802632,-0.115699,1.125874,0.559006,1.076923,0.504286
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.471,0.319,0.037237,2,0.678639,0,427,1000,0.000192,0,0.855799,0.01014,1.155405,0.71345,1.02027,0.56169
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.539,0.268,0.034168,2,0.665944,0,341,1000,0.000195,0,0.776119,-0.037663,1.110236,0.51773,1.062992,0.517801
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.287,0.031619,2,0.6417,0,370,1000,0.000192,0,0.808362,-0.133939,1.333333,0.615854,1.065041,0.482432
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.519,0.286,0.036382,2,0.634096,0,357,1000,0.000204,0,0.765734,0.026942,1.234375,0.550633,1.03125,390101.937042
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.491,0.273,0.037048,2,0.652259,0,421,1000,0.000184,0,0.89011,-0.054069,0.964029,0.686567,1.086331,115038.455224
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.509,0.303,0.05053,2,0.627291,0,369,1000,0.00021,0,0.848185,-0.020207,1.211679,0.620482,1.124088,371461.156627
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.52,0.274,0.049207,2,0.666667,0,362,1000,0.000201,0,0.766423,-0.033319,1.245902,0.552632,1.032787,202815.519737
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.518,0.3,0.031254,2,0.657676,0,422,1000,0.000182,0,0.826667,0.109108,0.948052,0.609589,1.032468,0.562055
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.27,0.032868,2,0.624514,0,355,1000,0.000196,0,0.825926,-0.03008,0.985294,0.634328,1.014706,0.556716
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.539,0.264,0.044492,2,0.646421,0,363,1000,0.000189,0,0.761364,0.026686,1.295652,0.489933,1.113043,310670.376242
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.305,0.036718,2,0.632207,0,373,1000,0.000216,0,0.780328,-0.032369,1.147887,0.570552,1.021127,568071.061411
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.523,0.299,0.049997,2,0.626834,0,406,1000,0.000199,0,0.846154,0.046612,0.980132,0.581081,1.10596,104218.365
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.494,0.295,0.033457,2,0.646245,0,383,1000,0.000203,0,0.840678,0.192979,1.153285,0.683544,1.021898,0.639241
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.494,0.27,0.065477,2,0.636364,0,397,1000,0.000212,0,0.885185,0.131389,0.985294,0.761194,1.007353,114936.820896
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.519,0.265,0.052244,2,0.627859,0,325,1000,0.0002,0,0.890566,-0.133171,0.992481,0.651515,1.12782,0.712898
