"mim","mom","gam","mov","a1","lambd","xdim","ydim","K","Tm_init","rg_init","                     Tm_mu","rg_mu","Time","Sex_ratio","Time-in","Tm","Tf","Gift","RejPr","Offs","                     N","Vr_Tm","Vr_Rj","M_m","N_m","Beta","M_males","M_females","                     M_male_gft"
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.481,0.312,0.032558,2,0.622351,0,439,1000,0.000184,0,0.916667,-0.139305,1.08,0.796296,1.046667,0.605812
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.296,0.041981,2,0.625755,0,342,1000,0.000201,0,0.797297,0.002233,1.294574,0.640719,1,0.546735
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.274,0.043228,2,0.644711,0,346,1000,0.000191,0,0.868613,0.019236,0.929577,0.651515,1.070423,584371.780303
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.527,0.274,0.043463,2,0.64482,0,360,1000,0.000215,0,0.737226,0.095161,1.537037,0.536145,1.046296,0.5
0.01,0.01,0.6,1,0,1,1,1,1000,0,0,0.01,0,39999,0.479,0.289,0.035264,2,0.62572,0,410,1000,0.000196,0,0.802768,-0.068738,1.109489,0.618421,1.007299,0.602829
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.539,0.259,0.041056,2,0.631236,0,364,1000,0.000206,0,0.702703,0.240428,1.252174,0.451389,1.017391,2815426.694801
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.316,0.045134,2,0.613497,0,419,1000,0.000198,0,0.841772,0.055939,1.14966,0.615385,1.102041,0.544945
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.307,0.035127,2,0.641393,0,365,1000,0.0002,0,0.846906,-0.189252,1.088435,0.63125,1.081633,0.50275
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.495,0.309,0.04582,2,0.617822,0,455,1000,0.000198,0,0.857605,0.069096,1.087838,0.658385,1.074324,0.681366
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.481,0.286,0.037222,2,0.674374,0,463,1000,0.000186,0,0.839161,0.01381,1.014085,0.645833,1.035211,0.577364
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.504,0.297,0.04312,2,0.66129,0,437,1000,0.000198,0,0.858586,0.067021,1.284615,0.682635,1.084615,0.57491
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.29,0.039337,2,0.608949,0,433,1000,0.000184,0,0.782759,-0.091453,1.132353,0.590909,1,0.593506
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.273,0.029332,2,0.645349,0,410,1000,0.000193,0,0.827839,-0.005415,1.219512,0.626667,1.073171,432686.68
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.505,0.272,0.033107,2,0.640404,0,416,1000,0.000194,0,0.852941,0.035637,1.15873,0.650685,1.087302,111153.089726
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.296,0.035868,2,0.628627,0,439,1000,0.000169,0,0.89527,-0.017218,1,0.72973,1.060811,0.587838
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.268,0.036636,2,0.636719,0,403,1000,0.000201,0,0.850746,0.077745,0.874126,0.704,0.979021,0.576354
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.272,0.042983,2,0.657588,0,439,1000,0.000202,0,0.878676,0.00606,0.813333,0.606557,1.1,0.532787
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.257,0.033917,2,0.646694,0,364,1000,0.000172,0,0.743191,0.043341,1.447619,0.526316,1.057143,0.506579
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.309,0.034564,2,0.632296,0,407,1000,0.000207,0,0.851133,0.014054,1.131034,0.664634,1.062069,0.539939
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.27,0.034876,2,0.633197,0,343,1000,0.000186,0,0.77037,0.05336,1.213115,0.506757,1.090164,0.447648
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.492,0.272,0.038355,2,0.637795,0,416,1000,0.000213,0,0.827206,-0.039249,1.266667,0.638158,1.066667,0.526363
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.496,0.284,0.034135,2,0.676587,0,425,1000,0.000201,0,0.848592,-0.005699,1.103704,0.644295,1.074074,0.590604
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.274,0.031168,2,0.650602,0,403,1000,0.000195,0,0.857664,-0.080774,1.124031,0.62069,1.124031,0.620828
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.487,0.316,0.037635,2,0.623782,0,439,1000,0.000171,0,0.867089,0.180277,0.926829,0.638158,1.079268,0.532895
0.01,0.01,0.7,1,0,1,1,1,1000,0,0,0.01,0,39999,0.481,0.278,0.041573,2,0.635838,0,360,1000,0.000221,0,0.856115,-0.027599,1.224,0.699346,1.048,212431.222222
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.303,0.034058,2,0.638132,0,431,1000,0.000196,0,0.79868,0.220849,1.211679,0.60241,1.036496,0.493976
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.49,0.282,0.032531,2,0.62549,0,423,1000,0.000196,0,0.819149,0.029252,1.256,0.656051,1.024,0.50828
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.513,0.309,0.033266,2,0.61807,0,396,1000,0.000219,0,0.776699,0.061998,1.255474,0.55814,1.051095,0.482558
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.261,0.041888,2,0.61829,0,425,1000,0.000202,0,0.850575,-0.033185,1.462264,0.664516,1.122642,0.605161
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.465,0.306,0.038132,2,0.609346,0,423,1000,0.000211,0,0.869281,0.034125,1.390625,0.769663,1.007812,0.595562
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.527,0.294,0.041593,2,0.608879,0,405,1000,0.000208,0,0.738095,-0.098983,1.296875,0.481928,1.070312,0.439759
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.509,0.291,0.055082,2,0.600815,0,400,1000,0.000197,0,0.797251,0.049132,1.124088,0.558442,1.065693,0.513182
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.281,0.03664,2,0.61,0,421,1000,0.000218,0,0.779359,0.02965,1.195312,0.614379,0.976562,0.554248
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.507,0.3,0.031552,2,0.618661,0,404,1000,0.000202,0,0.833333,-0.047214,1.173913,0.648148,1.050725,0.537037
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.313,0.040159,2,0.626,0,482,1000,0.00022,0,0.846645,-0.035006,1.389313,0.686813,1.068702,0.576978
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.498,0.288,0.035692,2,0.651394,0,410,1000,0.00018,0,0.767361,0.128739,1.304,0.527607,1.08,627710.331288
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.266,0.044983,2,0.688588,0,453,1000,0.000185,0,0.951128,0.001204,0.913669,0.732283,1.151079,0.606299
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.312,0.029587,2,0.608607,0,413,1000,0.000196,0,0.804487,0.040828,1.345865,0.631285,1.037594,0.497486
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.524,0.287,0.039875,2,0.642857,0,435,1000,0.00021,0,0.839721,-0.049703,1.174242,0.619355,1.098485,0.513613
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.292,0.036113,2,0.631791,0,392,1000,0.000211,0,0.794521,0.001748,1.263566,0.564417,1.085271,0.484663
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.504,0.304,0.035816,2,0.655242,0,397,1000,0.000187,0,0.786184,-0.025693,1.251852,0.532544,1.103704,0.532821
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.283,0.034578,2,0.62089,0,453,1000,0.000191,0,0.777385,0.200146,1.282258,0.597484,1.008065,0.485438
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.49,0.316,0.037961,2,0.639216,0,430,1000,0.0002,0,0.851266,-0.113496,1.164384,0.647059,1.089041,100104
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.28,0.030086,2,0.62753,0,416,1000,0.000205,0,0.835714,-0.103345,1.043796,0.601399,1.080292,0.559441
0.01,0.01,0.8,1,0,1,1,1,1000,0,0,0.01,0,39999,0.527,0.282,0.041336,2,0.591966,0,435,1000,0.000214,0,0.843972,-0.075598,1.104478,0.621622,1.089552,0.514337
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.303,0.037047,2,0.594433,0,459,1000,0.000201,0,0.772277,-0.009761,1.179856,0.567073,1.014388,0.478902
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.295,0.03332,2,0.599222,0,453,1000,0.000213,0,0.80339,-0.154568,1.269231,0.654545,0.992308,0.569697
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.489,0.299,0.037624,2,0.624266,0,395,1000,0.000218,0,0.755853,0.051746,1.512605,0.577778,1.02521,0.483763
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.463,0.294,0.044334,2,0.629423,0,453,1000,0.000215,0,0.897959,0.04676,1.177778,0.716981,1.111111,0.610063
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.3,0.051376,2,0.59919,0,448,1000,0.000189,0,0.863333,0.025893,1.439024,0.638418,1.186992,0.548079
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.312,0.02711,2,0.621399,0,453,1000,0.000197,0,0.807692,-0.011768,1.328358,0.651685,1.014925,0.534255
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.302,0.039902,2,0.609407,0,433,1000,0.000207,0,0.827815,-0.144736,1.377953,0.628571,1.102362,0.64
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.289,0.035842,2,0.636719,0,373,1000,0.000196,0,0.768166,0.00854,1.312,0.597561,0.992,0.603659
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.523,0.301,0.037114,2,0.631027,0,404,1000,0.000208,0,0.807309,0.157187,1.15,0.602484,1.042857,0.602484
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.489,0.285,0.035421,2,0.620352,0,452,1000,0.000185,0,0.831579,-0.052552,1.435897,0.660714,1.076923,0.55119
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.29,0.036556,2,0.619342,0,472,1000,0.000199,0,0.82069,-0.016717,1.436975,0.631579,1.092437,0.532164
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.302,0.029306,2,0.639676,0,411,1000,0.000202,0,0.798013,-0.026567,1.305344,0.578947,1.083969,0.567251
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.476,0.294,0.042851,2,0.645038,0,411,1000,0.000201,0,0.812925,-0.079867,1.45,0.632184,1.075,0.465632
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.487,0.303,0.035128,2,0.619883,0,455,1000,0.000182,0,0.834983,0.060404,1.424,0.713483,1.008,0.55618
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.294,0.048507,2,0.621677,0,476,1000,0.000198,0,0.908163,-0.015131,1.041667,0.68,1.145833,0.606733
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.507,0.302,0.043836,2,0.643002,0,432,1000,0.000191,0,0.804636,0.0036,1.097222,0.601266,1.027778,112765.223264
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.333,0.036184,2,0.636,0,496,1000,0.000208,0,0.765766,0.00483,1.190789,0.546961,1.026316,0.558226
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.293,0.03743,2,0.626692,0,468,1000,0.000204,0,0.863481,0.105325,1.138686,0.724359,1.021898,114437.974361
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.308,0.037281,2,0.59841,0,469,1000,0.000192,0,0.814935,0.012462,1.483871,0.630435,1.08871,0.533733
0.01,0.01,0.9,1,0,1,1,1,1000,0,0,0.01,0,39999,0.493,0.294,0.040518,2,0.631164,0,437,1000,0.000194,0,0.891156,0.122057,1.161765,0.71519,1.095588,0.674684
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.284,0.034339,2,0.617284,0,397,1000,0.000182,0,0.820423,0.097728,1.119403,0.573333,1.097015,0.48
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.302,0.028189,2,0.62173,0,464,1000,0.000196,0,0.900662,-0.051137,1.141844,0.708075,1.120567,347867.863354
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.498,0.299,0.032906,2,0.579681,0,432,1000,0.000199,0,0.812709,0.129117,1.198529,0.656442,1,0.552147
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.29,0.050402,2,0.626033,0,444,1000,0.000216,0,0.82069,0.112902,1.32,0.606061,1.104,0.473909
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.3,0.041449,2,0.640625,0,508,1000,0.000193,0,0.87,0.150613,1.290076,0.686391,1.10687,0.627219
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.496,0.311,0.044999,2,0.607143,0,453,1000,0.000217,0,0.832797,0.125083,1.429688,0.710383,1.007812,407544.388361
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.488,0.277,0.044017,2,0.652344,0,501,1000,0.000204,0,0.866426,0.156312,1.347458,0.710692,1.076271,0.592432
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.292,0.03323,2,0.618852,0,465,1000,0.000186,0,0.835616,0.00806,1.354839,0.625,1.120968,110845.833631
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.509,0.304,0.035376,2,0.619145,0,457,1000,0.000176,0,0.871711,-0.047972,1.412698,0.668539,1.15873,0.612416
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.33,0.034078,2,0.603659,0,466,1000,0.000211,0,0.8,0.021456,1.323944,0.595745,1.070423,0.484202
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.3,0.034052,2,0.617587,0,529,1000,0.000208,0,0.823333,0.042531,1.307692,0.670588,1.023077,0.558824
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.492,0.27,0.034181,2,0.647638,0,439,1000,0.0002,0,0.792593,0.025372,1.268908,0.576159,1.067227,0.483709
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.281,0.039978,2,0.570552,0,403,1000,0.000199,0,0.786477,-0.054539,1.486726,0.625,1.026549,0.529762
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.278,0.036399,2,0.619342,0,452,1000,0.000183,0,0.805755,-0.002989,1.297521,0.566879,1.115702,475592.605096
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.295,0.060461,2,0.624,0,425,1000,0.00019,0,0.783051,0.082613,1.458333,0.6,1.05,0.594286
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.297,0.04129,2,0.600398,0,426,1000,0.000189,0,0.774411,-0.028189,1.320312,0.591716,1.015625,0.508876
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.291,0.0324,2,0.653846,0,500,1000,0.000201,0,0.907216,0.000798,1.255814,0.771605,1.077519,0.549568
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.494,0.279,0.03193,2,0.58498,0,456,1000,0.000187,0,0.853047,0.015882,1.344538,0.70625,1.05042,349851.425062
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.286,0.03065,2,0.605317,0,429,1000,0.000206,0,0.793706,-0.054435,1.576577,0.588571,1.117117,0.565714
0.01,0.01,1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.49,0.277,0.029179,2,0.627451,0,487,1000,0.000186,0,0.862816,0.027107,1.233871,0.718954,1.040323,0.535948
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.293,0.03971,2,0.636735,0,515,1000,0.00019,0,0.798635,0.054678,1.382114,0.635294,1.02439,0.564706
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.495,0.285,0.039005,2,0.635644,0,527,1000,0.000192,0,0.842105,0.007325,1.456897,0.704142,1.043103,0.544379
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.503,0.303,0.029449,2,0.61167,0,481,1000,0.000191,0,0.848185,-0.101078,1.525,0.688525,1.091667,0.590164
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.507,0.301,0.040135,2,0.628803,0,450,1000,0.000194,0,0.850498,0.065375,1.761468,0.71875,1.082569,0.578125
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.502,0.301,0.038544,2,0.604418,0,504,1000,0.000173,0,0.770764,0.001162,1.370079,0.517241,1.11811,0.500949
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.313,0.036698,2,0.618217,0,479,1000,0.000195,0,0.811502,0.031356,1.235714,0.618497,1.05,0.462428
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.304,0.039096,2,0.616279,0,418,1000,0.000212,0,0.822368,-0.083907,1.554622,0.654054,1.084034,210041.064865
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.302,0.03868,2,0.595041,0,448,1000,0.000201,0,0.798013,0.002206,1.770642,0.673575,1.018349,0.65285
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.308,0.045058,2,0.638,0,495,1000,0.000199,0,0.811688,0.017583,1.425197,0.618785,1.086614,0.552486
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.515,0.287,0.048793,2,0.575258,0,488,1000,0.000214,0,0.815331,0.120524,1.87,0.652406,1.12,0.599037
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.506,0.3,0.035894,2,0.59919,0,505,1000,0.000179,0,0.786667,-0.042638,1.189781,0.619632,0.985401,119322.66364
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.295,0.036432,2,0.623967,0,504,1000,0.000195,0,0.830508,0.050243,1.398374,0.633721,1.105691,0.482558
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.516,0.294,0.031943,2,0.619835,0,470,1000,0.000194,0,0.816327,0.143808,1.45,0.597701,1.133333,0.517241
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.487,0.304,0.035317,2,0.62768,0,503,1000,0.000211,0,0.861842,0.024934,1.30303,0.69186,1.083333,904822.377907
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.515,0.28,0.04476,2,0.616495,0,476,1000,0.000212,0,0.732143,0.086717,1.8,0.555556,1.05,0.538889
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.285,0.039202,2,0.635659,0,500,1000,0.000211,0,0.807018,0.005,1.28,0.6125,1.056,0.568875
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.32,0.034471,2,0.62475,0,541,1000,0.000186,0,0.903125,-0.132875,1.237762,0.728814,1.118881,0.554237
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.491,0.301,0.032798,2,0.634578,0,501,1000,0.000192,0,0.853821,-0.088349,1.57265,0.701087,1.094017,105700.994565
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.495,0.267,0.034527,2,0.661386,0,500,1000,0.000193,0,0.838951,0.025392,1.342105,0.601307,1.157895,0.535948
0.01,0.01,1.1,1,0,1,1,1,1000,0,0,0.01,0,39999,0.517,0.269,0.035503,2,0.598344,0,437,1000,0.000173,0,0.810409,0.100695,1.401786,0.649682,1.035714,0.535032
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.478,0.311,0.036412,2,0.649425,0,585,1000,0.000196,0,0.88746,0.037672,1.356061,0.72067,1.113636,113142.167598
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.514,0.313,0.039331,2,0.625514,0,504,1000,0.000203,0,0.811502,-0.022654,1.464567,0.612903,1.102362,0.510753
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.301,0.039869,2,0.628627,0,525,1000,0.000215,0,0.784053,0.102736,1.333333,0.581395,1.054264,0.534884
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.518,0.317,0.034783,2,0.620332,0,544,1000,0.000204,0,0.769716,0.005715,1.515873,0.565445,1.079365,0.492513
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.508,0.294,0.038,2,0.607724,0,519,1000,0.000217,0,0.823129,-0.034045,1.491525,0.676136,1.042373,0.556932
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.492,0.291,0.03276,2,0.608268,0,619,1000,0.000197,0,0.917526,-0.028617,1.108696,0.732026,1.123188,0.594771
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.5,0.298,0.048844,2,0.61,0,551,1000,0.000186,0,0.825503,0.001852,1.310078,0.633136,1.077519,0.52071
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.289,0.045612,2,0.572597,0,487,1000,0.000206,0,0.761246,0.02478,1.580357,0.564972,1.071429,0.576487
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.486,0.323,0.043842,2,0.634241,0,538,1000,0.000205,0,0.839009,0.035408,1.357664,0.688172,1.043796,0.614203
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.272,0.03981,2,0.612245,0,516,1000,0.00019,0,0.764706,-0.028327,1.428571,0.55,1.071429,0.544184
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.484,0.305,0.053384,2,0.596899,0,514,1000,0.000203,0,0.852459,0.004816,1.163121,0.737805,0.985816,0.664634
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.509,0.316,0.045947,2,0.588595,0,470,1000,0.000223,0,0.825949,0.059634,1.61157,0.666667,1.082645,0.574359
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.314,0.037517,2,0.614286,0,519,1000,0.000199,0,0.815287,0.147202,1.492063,0.62234,1.103175,0.526596
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.499,0.294,0.040399,2,0.648703,0,566,1000,0.00018,0,0.836735,-0.015859,1.45,0.706897,1.025,0.534483
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.525,0.289,0.030881,2,0.585263,0,526,1000,0.000177,0,0.782007,-0.108171,1.833333,0.631016,1.058824,0.535829
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.515,0.298,0.043558,2,0.637113,0,543,1000,0.000194,0,0.892617,0.025845,1.365079,0.732558,1.111111,235388.012965
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.285,0.035825,2,0.590457,0,494,1000,0.000184,0,0.82807,0.110125,1.336066,0.680982,1.02459,0.517117
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.513,0.312,0.048004,2,0.628337,0,545,1000,0.000184,0,0.833333,-0.193866,1.345865,0.664804,1.06015,788452.413464
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.314,0.039479,2,0.610656,0,531,1000,0.000187,0,0.789809,0.071548,1.754386,0.61,1.105263,0.475192
0.01,0.01,1.2,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.297,0.076671,2,0.602459,0,526,1000,0.000193,0,0.828283,0.049815,1.434426,0.685714,1.032787,0.664
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.512,0.288,0.035569,2,0.629098,0,534,1000,0.000214,0,0.868056,0.01584,1.341463,0.648485,1.162602,0.557758
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.531,0.301,0.040424,2,0.61194,0,536,1000,0.000184,0,0.800664,-0.02429,1.19708,0.603659,1.036496,0.500533
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.497,0.305,0.032966,2,0.564612,0,565,1000,0.000208,0,0.822951,0.100879,1.44,0.672222,1.04,0.572626
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.489,0.311,0.032584,2,0.596869,0,533,1000,0.000198,0,0.861736,-0.108989,1.221429,0.707602,1.05,0.567251
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.511,0.292,0.036728,2,0.595092,0,453,1000,0.000202,0,0.808219,0.070585,1.453782,0.601156,1.109244,0.514451
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.501,0.298,0.043585,2,0.591182,0,516,1000,0.000212,0,0.83557,-0.0877,1.483333,0.646067,1.116667,0.511236
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.524,0.273,0.032353,2,0.60084,0,485,1000,0.0002,0,0.78022,0.025615,1.527778,0.581818,1.083333,0.606061
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.538,0.322,0.047674,2,0.606061,0,510,1000,0.000177,0,0.798137,0.035445,1.439394,0.594737,1.090909,0.515789
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.49,0.291,0.045169,2,0.6,0,609,1000,0.000235,0,0.80756,-0.029024,1.346774,0.640719,1.032258,125732.532934
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.483,0.304,0.040443,2,0.588008,0,552,1000,0.000191,0,0.858553,-0.08165,1.598291,0.754011,1.025641,0.524225
0.01,0.01,1.3,1,0,1,1,1,1000,0,0,0.01,0,39999,0.51,0.293,0.031848,2,0.602041,0,548,1000,0.000192,0,0.795222,-0.005218,1.663636,0.63388,1.063636,460302.420765
